fire,e,4205.26,35076,1,0.1730
practices,s,10528.68,55501,1,0.2737
appointment,ent,5384.17,5014,3,0.7746
appraisers,s,10528.68,55501,1,0.2737
guardians,s,10528.68,55501,1,0.2737
administrators,s,10528.68,55501,1,0.2737
awarding,ing,5195.71,3869,3,0.9687
fees,s,10528.68,55501,1,0.2737
compensation,ion,16217.39,13163,3,0.8887
jury,y,747.87,14792,1,0.0729
court,t,1262.77,19221,1,0.0948
procedures,s,10528.68,55501,1,0.2737
recommendations,s,10528.68,55501,1,0.2737
juries,s,10528.68,55501,1,0.2737
interim,m,80.73,4860,1,0.0240
citizens,s,10528.68,55501,1,0.2737
committee,e,4205.26,35076,1,0.1730
actions,s,10528.68,55501,1,0.2737
fact,t,1262.77,19221,1,0.0948
effect,t,1262.77,19221,1,0.0948
wards,s,10528.68,55501,1,0.2737
costs,s,10528.68,55501,1,0.2737
servants,s,10528.68,55501,1,0.2737
criticisms,s,10528.68,55501,1,0.2737
jury,y,747.87,14792,1,0.0729
airport,t,1262.77,19221,1,0.0948
jury,y,747.87,14792,1,0.0729
management,ent,5384.17,5014,3,0.7746
charge,e,4205.26,35076,1,0.1730
airport,t,1262.77,19221,1,0.0948
manner,er,5859.44,8663,2,0.6157
influences,s,10528.68,55501,1,0.2737
jury,y,747.87,14792,1,0.0729
surveillance,e,4205.26,35076,1,0.1730
practices,s,10528.68,55501,1,0.2737
concessionaires,s,10528.68,55501,1,0.2737
purpose,e,4205.26,35076,1,0.1730
prices,s,10528.68,55501,1,0.2737
matters,s,10528.68,55501,1,0.2737
jury,y,747.87,14792,1,0.0729
deputies,s,10528.68,55501,1,0.2737
doctor,r,676.74,14071,1,0.0694
intern,n,1649.35,21967,1,0.1083
extern,n,1649.35,21967,1,0.1083
night,ght,1981.02,1430,3,0.9993
weekend,nd,1183.50,3031,2,0.3554
duty,ty,1835.29,4971,2,0.3361
jail,ail,155.32,261,3,0.4293
legislators,s,10528.68,55501,1,0.2737
city,ity,3572.19,3579,3,0.7200
officials,s,10528.68,55501,1,0.2737
legislation,ion,16217.39,13163,3,0.8887
establishment,ent,5384.17,5014,3,0.7746
pension,ion,16217.39,13163,3,0.8887
plan,n,1649.35,21967,1,0.1083
city,ity,3572.19,3579,3,0.7200
employes,s,10528.68,55501,1,0.2737
jury,y,747.87,14792,1,0.0729
administration,ion,16217.39,13163,3,0.8887
operation,ion,16217.39,13163,3,0.8887
prison,on,10970.91,14811,2,0.6742
farms,s,10528.68,55501,1,0.2737
suit,t,1262.77,19221,1,0.0948
divorce,e,4205.26,35076,1,0.1730
wife,e,4205.26,35076,1,0.1730
petition,ion,16217.39,13163,3,0.8887
cruelty,ty,1835.29,4971,2,0.3361
couple,e,4205.26,35076,1,0.1730
son,on,10970.91,14811,2,0.6742
daughter,er,5859.44,8663,2,0.6157
Attorneys,s,10528.68,55501,1,0.2737
mayor,r,676.74,14071,1,0.0694
property,ty,1835.29,4971,2,0.3361
settlement,ent,5384.17,5014,3,0.7746
petition,ion,16217.39,13163,3,0.8887
occupation,ion,16217.39,13163,3,0.8887
attorney,y,747.87,14792,1,0.0729
age,e,4205.26,35076,1,0.1730
age,e,4205.26,35076,1,0.1730
place,e,4205.26,35076,1,0.1730
birth,th,1133.83,2016,2,0.5119
petition,ion,16217.39,13163,3,0.8887
couple,e,4205.26,35076,1,0.1730
man,man,1734.53,1673,3,0.7479
wife,e,4205.26,35076,1,0.1730
year,year,746.64,644,4,0.7204
petition,ion,16217.39,13163,3,0.8887
attorney,y,747.87,14792,1,0.0729
mayor,r,676.74,14071,1,0.0694
exception,ion,16217.39,13163,3,0.8887
interlude,e,4205.26,35076,1,0.1730
career,er,5859.44,8663,2,0.6157
election,ion,16217.39,13163,3,0.8887
city,ity,3572.19,3579,3,0.7200
council,l,137.39,6340,1,0.0313
term,rm,170.71,869,2,0.1788
office,e,4205.26,35076,1,0.1730
candidate,e,4205.26,35076,1,0.1730
primary,y,747.87,14792,1,0.0729
reelection,ion,16217.39,13163,3,0.8887
encouragement,ent,5384.17,5014,3,0.7746
candidate,e,4205.26,35076,1,0.1730
race,e,4205.26,35076,1,0.1730
official,al,714.08,2030,2,0.3202
state,e,4205.26,35076,1,0.1730
GOP,P,0.00,29,1,0.0001
chairman,man,1734.53,1673,3,0.7479
meeting,ing,5195.71,3869,3,0.9687
night,ght,1981.02,1430,3,0.9993
responses,s,10528.68,55501,1,0.2737
audience,e,4205.26,35076,1,0.1730
enthusiasm,m,80.73,4860,1,0.0240
state,e,4205.26,35076,1,0.1730
rally,y,747.87,14792,1,0.0729
speaker,er,5859.44,8663,2,0.6157
meeting,ing,5195.71,3869,3,0.9687
audience,e,4205.26,35076,1,0.1730
candidate,e,4205.26,35076,1,0.1730
governor,r,676.74,14071,1,0.0694
petitions,s,10528.68,55501,1,0.2737
precincts,s,10528.68,55501,1,0.2737
signatures,s,10528.68,55501,1,0.2737
voters,s,10528.68,55501,1,0.2737
vote,e,4205.26,35076,1,0.1730
candidate,e,4205.26,35076,1,0.1730
crowd,d,248.58,8528,1,0.0421
term,rm,170.71,869,2,0.1788
race,e,4205.26,35076,1,0.1730
dissents,s,10528.68,55501,1,0.2737
hurdle,e,4205.26,35076,1,0.1730
state,e,4205.26,35076,1,0.1730
law,law,319.96,283,3,0.8156
race,e,4205.26,35076,1,0.1730
courses,s,10528.68,55501,1,0.2737
cent,ent,5384.17,5014,3,0.7746
voters,s,10528.68,55501,1,0.2737
county,ty,1835.29,4971,2,0.3361
petitions,s,10528.68,55501,1,0.2737
names,s,10528.68,55501,1,0.2737
candidates,s,10528.68,55501,1,0.2737
election,ion,16217.39,13163,3,0.8887
ballot,t,1262.77,19221,1,0.0948
primary,y,747.87,14792,1,0.0729
county,ty,1835.29,4971,2,0.3361
unit,t,1262.77,19221,1,0.0948
system,system,766.69,394,6,1.0000
system,system,766.69,394,6,1.0000
party,ty,1835.29,4971,2,0.3361
platform,form,605.77,417,4,0.9026
relations,s,10528.68,55501,1,0.2737
director,r,676.74,14071,1,0.0694
campaign,n,1649.35,21967,1,0.1083
resignation,ion,16217.39,13163,3,0.8887
time,e,4205.26,35076,1,0.1730
assistant,nt,2394.86,6473,2,0.3368
years,s,10528.68,55501,1,0.2737
campaign,n,1649.35,21967,1,0.1083
campaign,n,1649.35,21967,1,0.1083
coordinator,r,676.74,14071,1,0.0694
session,ion,16217.39,13163,3,0.8887
highway,y,747.87,14792,1,0.0729
bond,nd,1183.50,3031,2,0.3554
money,y,747.87,14792,1,0.0729
adjournment,ent,5384.17,5014,3,0.7746
afternoon,on,10970.91,14811,2,0.6742
study,y,747.87,14792,1,0.0729
number,er,5859.44,8663,2,0.6157
legislators,s,10528.68,55501,1,0.2737
areas,s,10528.68,55501,1,0.2737
adjustments,s,10528.68,55501,1,0.2737
visit,t,1262.77,19221,1,0.0948
chambers,s,10528.68,55501,1,0.2737
adjournment,ent,5384.17,5014,3,0.7746
$100,00,209.65,265,2,0.7201
highway,y,747.87,14792,1,0.0729
bond,nd,1183.50,3031,2,0.3554
issue,e,4205.26,35076,1,0.1730
session,ion,16217.39,13163,3,0.8887
priority,ity,3572.19,3579,3,0.7200
item,tem,358.42,474,3,0.5455
$30,0,0.46,368,1,0.0018
worth,th,1133.83,2016,2,0.5119
highway,y,747.87,14792,1,0.0729
reconstruction,ion,16217.39,13163,3,0.8887
bonds,s,10528.68,55501,1,0.2737
bond,nd,1183.50,3031,2,0.3554
issue,e,4205.26,35076,1,0.1730
state,e,4205.26,35076,1,0.1730
courts,s,10528.68,55501,1,0.2737
test,t,1262.77,19221,1,0.0948
suit,t,1262.77,19221,1,0.0948
validity,ity,3572.19,3579,3,0.7200
act,t,1262.77,19221,1,0.0948
sales,s,10528.68,55501,1,0.2737
contracts,s,10528.68,55501,1,0.2737
repair,air,702.39,569,3,0.8905
work,work,987.27,652,4,0.9408
highways,s,10528.68,55501,1,0.2737
source,e,4205.26,35076,1,0.1730
plan,n,1649.35,21967,1,0.1083
worth,th,1133.83,2016,2,0.5119
bonds,s,10528.68,55501,1,0.2737
road,road,300.28,231,4,0.8077
construction,ion,16217.39,13163,3,0.8887
work,work,987.27,652,4,0.9408
department,ent,5384.17,5014,3,0.7746
fund,nd,1183.50,3031,2,0.3554
bonds,s,10528.68,55501,1,0.2737
time,e,4205.26,35076,1,0.1730
portion,ion,16217.39,13163,3,0.8887
ones,s,10528.68,55501,1,0.2737
tax,tax,215.07,186,3,0.8341
authorities,s,10528.68,55501,1,0.2737
race,e,4205.26,35076,1,0.1730
governor,r,676.74,14071,1,0.0694
battle,e,4205.26,35076,1,0.1730
issuance,e,4205.26,35076,1,0.1730
$50,50,6.32,46,2,0.1250
worth,th,1133.83,2016,2,0.5119
roads,s,10528.68,55501,1,0.2737
bonds,s,10528.68,55501,1,0.2737
source,e,4205.26,35076,1,0.1730
plans,s,10528.68,55501,1,0.2737
roads,s,10528.68,55501,1,0.2737
bonds,s,10528.68,55501,1,0.2737
resolution,ion,16217.39,13163,3,0.8887
action,ion,16217.39,13163,3,0.8887
$10,0,0.46,368,1,0.0018
day,y,747.87,14792,1,0.0729
increase,e,4205.26,35076,1,0.1730
expense,e,4205.26,35076,1,0.1730
allowances,s,10528.68,55501,1,0.2737
night,ght,1981.02,1430,3,0.9993
research,ch,483.15,1316,2,0.3342
quickie,e,4205.26,35076,1,0.1730
vote,e,4205.26,35076,1,0.1730
increase,e,4205.26,35076,1,0.1730
notice,e,4205.26,35076,1,0.1730
reconsideration,ion,16217.39,13163,3,0.8887
action,ion,16217.39,13163,3,0.8887
details,s,10528.68,55501,1,0.2737
resolution,ion,16217.39,13163,3,0.8887
privilege,e,4205.26,35076,1,0.1730
resolution,ion,16217.39,13163,3,0.8887
resolution,ion,16217.39,13163,3,0.8887
vote,e,4205.26,35076,1,0.1730
night,ght,1981.02,1430,3,0.9993
word,word,262.39,266,4,0.6129
resolution,ion,16217.39,13163,3,0.8887
action,ion,16217.39,13163,3,0.8887
voters,s,10528.68,55501,1,0.2737
amendment,ent,5384.17,5014,3,0.7746
legislators,s,10528.68,55501,1,0.2737
pay,y,747.87,14792,1,0.0729
raises,s,10528.68,55501,1,0.2737
sessions,s,10528.68,55501,1,0.2737
legislator,r,676.74,14071,1,0.0694
aid,d,248.58,8528,1,0.0421
education,ion,16217.39,13163,3,0.8887
past,t,1262.77,19221,1,0.0948
privilege,e,4205.26,35076,1,0.1730
resolution,ion,16217.39,13163,3,0.8887
support,t,1262.77,19221,1,0.0948
education,ion,16217.39,13163,3,0.8887
funds,s,10528.68,55501,1,0.2737
state,e,4205.26,35076,1,0.1730
funds,s,10528.68,55501,1,0.2737
year,year,746.64,644,4,0.7204
legislator,r,676.74,14071,1,0.0694
members,s,10528.68,55501,1,0.2737
delegation,ion,16217.39,13163,3,0.8887
resolution,ion,16217.39,13163,3,0.8887
congressmen,n,1649.35,21967,1,0.1083
resolution,ion,16217.39,13163,3,0.8887
resolution,ion,16217.39,13163,3,0.8887
hopper,er,5859.44,8663,2,0.6157
event,ent,5384.17,5014,3,0.7746
increase,e,4205.26,35076,1,0.1730
funds,s,10528.68,55501,1,0.2737
priority,ity,3572.19,3579,3,0.7200
teacher,er,5859.44,8663,2,0.6157
pay,y,747.87,14792,1,0.0729
raises,s,10528.68,55501,1,0.2737
controversy,y,747.87,14792,1,0.0729
school,school,790.11,410,6,0.9903
superintendent,ent,5384.17,5014,3,0.7746
policeman,man,1734.53,1673,3,0.7479
election,ion,16217.39,13163,3,0.8887
county,ty,1835.29,4971,2,0.3361
school,school,790.11,410,6,0.9903
superintendent,ent,5384.17,5014,3,0.7746
agriculture,e,4205.26,35076,1,0.1730
teacher,er,5859.44,8663,2,0.6157
school,school,790.11,410,6,0.9903
principal,al,714.08,2030,2,0.3202
chairman,man,1734.53,1673,3,0.7479
votes,s,10528.68,55501,1,0.2737
election,ion,16217.39,13163,3,0.8887
pistol,ol,159.36,959,2,0.1513
polls,s,10528.68,55501,1,0.2737
order,er,5859.44,8663,2,0.6157
election,ion,16217.39,13163,3,0.8887
polls,s,10528.68,55501,1,0.2737
church,ch,483.15,1316,2,0.3342
drop,op,60.98,364,2,0.1525
liquor,r,676.74,14071,1,0.0694
bit,t,1262.77,19221,1,0.0948
trouble,e,4205.26,35076,1,0.1730
campaign,n,1649.35,21967,1,0.1083
election,ion,16217.39,13163,3,0.8887
controversy,y,747.87,14792,1,0.0729
midnight,ght,1981.02,1430,3,0.9993
phone,e,4205.26,35076,1,0.1730
calls,s,10528.68,55501,1,0.2737
threats,s,10528.68,55501,1,0.2737
violence,e,4205.26,35076,1,0.1730
county,ty,1835.29,4971,2,0.3361
school,school,790.11,410,6,0.9903
superintendent,ent,5384.17,5014,3,0.7746
death,th,1133.83,2016,2,0.5119
days,s,10528.68,55501,1,0.2737
post,t,1262.77,19221,1,0.0948
dispute,e,4205.26,35076,1,0.1730
county,ty,1835.29,4971,2,0.3361
school,school,790.11,410,6,0.9903
board,ard,446.97,589,3,0.5474
election,ion,16217.39,13163,3,0.8887
campaign,n,1649.35,21967,1,0.1083
candidates,s,10528.68,55501,1,0.2737
telephone,e,4205.26,35076,1,0.1730
calls,s,10528.68,55501,1,0.2737
calls,s,10528.68,55501,1,0.2737
election,ion,16217.39,13163,3,0.8887
citizens,s,10528.68,55501,1,0.2737
irregularities,s,10528.68,55501,1,0.2737
polls,s,10528.68,55501,1,0.2737
permit,t,1262.77,19221,1,0.0948
gun,n,1649.35,21967,1,0.1083
election,ion,16217.39,13163,3,0.8887
ordinary,y,747.87,14792,1,0.0729
promise,e,4205.26,35076,1,0.1730
sheriff,ff,68.20,212,2,0.2928
bit,t,1262.77,19221,1,0.0948
trouble,e,4205.26,35076,1,0.1730
Committee,e,4205.26,35076,1,0.1730
approval,al,714.08,2030,2,0.3202
property,ty,1835.29,4971,2,0.3361
act,t,1262.77,19221,1,0.0948
protests,s,10528.68,55501,1,0.2737
bankers,s,10528.68,55501,1,0.2737
fight,ght,1981.02,1430,3,0.9993
measure,e,4205.26,35076,1,0.1730
rejection,ion,16217.39,13163,3,0.8887
hearing,ing,5195.71,3869,3,0.9687
committee,e,4205.26,35076,1,0.1730
rules,s,10528.68,55501,1,0.2737
subcommittee,e,4205.26,35076,1,0.1730
week,eek,392.49,289,3,0.9797
questions,s,10528.68,55501,1,0.2737
committee,e,4205.26,35076,1,0.1730
members,s,10528.68,55501,1,0.2737
bankers,s,10528.68,55501,1,0.2737
witnesses,s,10528.68,55501,1,0.2737
doubt,t,1262.77,19221,1,0.0948
passage,e,4205.26,35076,1,0.1730
estimate,e,4205.26,35076,1,0.1730
dollars,s,10528.68,55501,1,0.2737
deficit,t,1262.77,19221,1,0.0948
dollars,s,10528.68,55501,1,0.2737
end,nd,1183.50,3031,2,0.3554
year,year,746.64,644,4,0.7204
committee,e,4205.26,35076,1,0.1730
measure,e,4205.26,35076,1,0.1730
means,s,10528.68,55501,1,0.2737
escheat,t,1262.77,19221,1,0.0948
law,law,319.96,283,3,0.8156
books,s,10528.68,55501,1,0.2737
republic,ic,699.37,733,2,0.8685
state,e,4205.26,35076,1,0.1730
bank,ank,61.89,111,3,0.4022
accounts,s,10528.68,55501,1,0.2737
stocks,s,10528.68,55501,1,0.2737
property,ty,1835.29,4971,2,0.3361
persons,s,10528.68,55501,1,0.2737
years,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
banks,s,10528.68,55501,1,0.2737
insurance,e,4205.26,35076,1,0.1730
firms,s,10528.68,55501,1,0.2737
pipeline,e,4205.26,35076,1,0.1730
companies,s,10528.68,55501,1,0.2737
corporations,s,10528.68,55501,1,0.2737
property,ty,1835.29,4971,2,0.3361
state,e,4205.26,35076,1,0.1730
treasurer,er,5859.44,8663,2,0.6157
escheat,t,1262.77,19221,1,0.0948
law,law,319.96,283,3,0.8156
property,ty,1835.29,4971,2,0.3361
lawyer,er,5859.44,8663,2,0.6157
opposition,ion,16217.39,13163,3,0.8887
keynote,e,4205.26,35076,1,0.1730
banks,s,10528.68,55501,1,0.2737
obligations,s,10528.68,55501,1,0.2737
depositors,s,10528.68,55501,1,0.2737
confidence,e,4205.26,35076,1,0.1730
bank,ank,61.89,111,3,0.4022
customers,s,10528.68,55501,1,0.2737
confidence,e,4205.26,35076,1,0.1730
banks,s,10528.68,55501,1,0.2737
economy,y,747.87,14792,1,0.0729
circulation,ion,16217.39,13163,3,0.8887
millions,s,10528.68,55501,1,0.2737
dollars,s,10528.68,55501,1,0.2737
sponsor,r,676.74,14071,1,0.0694
bill,ll,331.92,1384,2,0.2183
failure,e,4205.26,35076,1,0.1730
gift,t,1262.77,19221,1,0.0948
pockets,s,10528.68,55501,1,0.2737
banks,s,10528.68,55501,1,0.2737
insurance,e,4205.26,35076,1,0.1730
pipeline,e,4205.26,35076,1,0.1730
companies,s,10528.68,55501,1,0.2737
contention,ion,16217.39,13163,3,0.8887
bankers,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
contracts,s,10528.68,55501,1,0.2737
notice,e,4205.26,35076,1,0.1730
hearing,ing,5195.71,3869,3,0.9687
bill,ll,331.92,1384,2,0.2183
Senators,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
establishment,ent,5384.17,5014,3,0.7746
day,y,747.87,14792,1,0.0729
schools,s,10528.68,55501,1,0.2737
counties,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
schooling,ing,5195.71,3869,3,0.9687
students,s,10528.68,55501,1,0.2737
age,e,4205.26,35076,1,0.1730
cost,t,1262.77,19221,1,0.0948
state,e,4205.26,35076,1,0.1730
debate,e,4205.26,35076,1,0.1730
bill,ll,331.92,1384,2,0.2183
day,y,747.87,14792,1,0.0729
schools,s,10528.68,55501,1,0.2737
counties,s,10528.68,55501,1,0.2737
population,ion,16217.39,13163,3,0.8887
children,n,1649.35,21967,1,0.1083
years,s,10528.68,55501,1,0.2737
age,e,4205.26,35076,1,0.1730
day,y,747.87,14792,1,0.0729
schools,s,10528.68,55501,1,0.2737
ones,s,10528.68,55501,1,0.2737
budget,t,1262.77,19221,1,0.0948
day,y,747.87,14792,1,0.0729
schools,s,10528.68,55501,1,0.2737
counties,s,10528.68,55501,1,0.2737
"$451,500",00,209.65,265,2,0.7201
savings,s,10528.68,55501,1,0.2737
"$157,460",0,0.46,368,1,0.0018
capital,al,714.08,2030,2,0.3202
outlay,y,747.87,14792,1,0.0729
"$88,000",",000",238.45,153,4,0.9684
TEA,A,0.01,56,1,0.0003
scholastics,s,10528.68,55501,1,0.2737
day,y,747.87,14792,1,0.0729
school,school,790.11,410,6,0.9903
state,e,4205.26,35076,1,0.1730
school,school,790.11,410,6,0.9903
debate,e,4205.26,35076,1,0.1730
horse,e,4205.26,35076,1,0.1730
race,e,4205.26,35076,1,0.1730
parimutuels,s,10528.68,55501,1,0.2737
details,s,10528.68,55501,1,0.2737
folks,s,10528.68,55501,1,0.2737
amendment,ent,5384.17,5014,3,0.7746
letters,s,10528.68,55501,1,0.2737
horse,e,4205.26,35076,1,0.1730
race,e,4205.26,35076,1,0.1730
betting,ing,5195.71,3869,3,0.9687
people,e,4205.26,35076,1,0.1730
question,ion,16217.39,13163,3,0.8887
career,er,5859.44,8663,2,0.6157
advocacy,y,747.87,14792,1,0.0729
ponies,s,10528.68,55501,1,0.2737
committee,e,4205.26,35076,1,0.1730
option,ion,16217.39,13163,3,0.8887
proposal,al,714.08,2030,2,0.3202
report,t,1262.77,19221,1,0.0948
resolution,ion,16217.39,13163,3,0.8887
sledding,ing,5195.71,3869,3,0.9687
house,e,4205.26,35076,1,0.1730
bill,ll,331.92,1384,2,0.2183
authority,ity,3572.19,3579,3,0.7200
assistance,e,4205.26,35076,1,0.1730
cities,s,10528.68,55501,1,0.2737
senate,e,4205.26,35076,1,0.1730
fare,e,4205.26,35076,1,0.1730
bills,s,10528.68,55501,1,0.2737
committees,s,10528.68,55501,1,0.2737
calendar,r,676.74,14071,1,0.0694
acts,s,10528.68,55501,1,0.2737
school,school,790.11,410,6,0.9903
districts,s,10528.68,55501,1,0.2737
authority,ity,3572.19,3579,3,0.7200
act,t,1262.77,19221,1,0.0948
creation,ion,16217.39,13163,3,0.8887
amendment,ent,5384.17,5014,3,0.7746
dissent,ent,5384.17,5014,3,0.7746
senators,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
establishment,ent,5384.17,5014,3,0.7746
future,e,4205.26,35076,1,0.1730
school,school,790.11,410,6,0.9903
district,t,1262.77,19221,1,0.0948
Money,y,747.87,14792,1,0.0729
construction,ion,16217.39,13163,3,0.8887
meantime,e,4205.26,35076,1,0.1730
board,ard,446.97,589,3,0.5474
gifts,s,10528.68,55501,1,0.2737
donations,s,10528.68,55501,1,0.2737
site,e,4205.26,35076,1,0.1730
tax,tax,215.07,186,3,0.8341
revision,ion,16217.39,13163,3,0.8887
bills,s,10528.68,55501,1,0.2737
retailers,s,10528.68,55501,1,0.2737
group,group,671.93,377,5,0.9947
excise,e,4205.26,35076,1,0.1730
taxes,s,10528.68,55501,1,0.2737
requirement,ent,5384.17,5014,3,0.7746
return,n,1649.35,21967,1,0.1083
retailers,s,10528.68,55501,1,0.2737
certificate,e,4205.26,35076,1,0.1730
correctness,s,10528.68,55501,1,0.2737
violation,ion,16217.39,13163,3,0.8887
penalty,ty,1835.29,4971,2,0.3361
years,s,10528.68,55501,1,0.2737
prison,on,10970.91,14811,2,0.6742
"$1,000",",000",238.45,153,4,0.9684
fine,e,4205.26,35076,1,0.1730
series,s,10528.68,55501,1,0.2737
recommendations,s,10528.68,55501,1,0.2737
bill,ll,331.92,1384,2,0.2183
estate,e,4205.26,35076,1,0.1730
brokers,s,10528.68,55501,1,0.2737
fee,e,4205.26,35076,1,0.1730
occupation,ion,16217.39,13163,3,0.8887
license,e,4205.26,35076,1,0.1730
brokers,s,10528.68,55501,1,0.2737
stocks,s,10528.68,55501,1,0.2737
bonds,s,10528.68,55501,1,0.2737
gas,s,10528.68,55501,1,0.2737
utility,ity,3572.19,3579,3,0.7200
companies,s,10528.68,55501,1,0.2737
right,ght,1981.02,1430,3,0.9993
domain,n,1649.35,21967,1,0.1083
bill,ll,331.92,1384,2,0.2183
sites,s,10528.68,55501,1,0.2737
storage,e,4205.26,35076,1,0.1730
reservoirs,s,10528.68,55501,1,0.2737
gas,s,10528.68,55501,1,0.2737
chairman,man,1734.53,1673,3,0.7479
plan,n,1649.35,21967,1,0.1083
appointment,ent,5384.17,5014,3,0.7746
vacancies,s,10528.68,55501,1,0.2737
need,eed,348.74,375,3,0.6708
elections,s,10528.68,55501,1,0.2737
plan,n,1649.35,21967,1,0.1083
appointee,e,4205.26,35076,1,0.1730
board,ard,446.97,589,3,0.5474
governor,r,676.74,14071,1,0.0694
lieutenant,nt,2394.86,6473,2,0.3368
governor,r,676.74,14071,1,0.0694
speaker,er,5859.44,8663,2,0.6157
attorney,y,747.87,14792,1,0.0729
general,al,714.08,2030,2,0.3202
justice,e,4205.26,35076,1,0.1730
State,e,4205.26,35076,1,0.1730
representatives,s,10528.68,55501,1,0.2737
poll,ll,331.92,1384,2,0.2183
kind,nd,1183.50,3031,2,0.3554
taxes,s,10528.68,55501,1,0.2737
vote,e,4205.26,35076,1,0.1730
bill,ll,331.92,1384,2,0.2183
referendum,m,80.73,4860,1,0.0240
ballot,t,1262.77,19221,1,0.0948
senator,r,676.74,14071,1,0.0694
sponsor,r,676.74,14071,1,0.0694
poll,ll,331.92,1384,2,0.2183
idea,idea,304.19,190,4,0.9948
delay,y,747.87,14792,1,0.0729
committee,e,4205.26,35076,1,0.1730
bill,ll,331.92,1384,2,0.2183
committee,e,4205.26,35076,1,0.1730
hearing,ing,5195.71,3869,3,0.9687
proposal,al,714.08,2030,2,0.3202
approval,al,714.08,2030,2,0.3202
majorities,s,10528.68,55501,1,0.2737
