resolution,re,3892.93,6004,2,0.5902
hopper,ho,866.22,2324,2,0.3393
event,even,512.04,325,4,0.9789
increase,in,3186.16,4317,2,0.6718
funds,f,367.70,10372,1,0.0511
priority,pr,1651.62,5408,2,0.2780
teacher,t,480.78,11860,1,0.0585
pay,p,1293.57,19454,1,0.0959
raises,r,353.73,10173,1,0.0502
controversy,co,4975.83,9717,2,0.4661
school,s,1671.65,22115,1,0.1091
superintendent,s,1671.65,22115,1,0.1091
policeman,p,1293.57,19454,1,0.0959
election,ele,509.86,439,3,0.8378
county,co,4975.83,9717,2,0.4661
school,s,1671.65,22115,1,0.1091
superintendent,s,1671.65,22115,1,0.1091
agriculture,a,424.71,11147,1,0.0550
teacher,t,480.78,11860,1,0.0585
school,s,1671.65,22115,1,0.1091
principal,pr,1651.62,5408,2,0.2780
chairman,c,1485.46,20847,1,0.1028
votes,vo,153.84,645,2,0.2171
election,ele,509.86,439,3,0.8378
pistol,p,1293.57,19454,1,0.0959
polls,p,1293.57,19454,1,0.0959
order,order,727.49,409,5,0.9927
election,ele,509.86,439,3,0.8378
polls,p,1293.57,19454,1,0.0959
church,c,1485.46,20847,1,0.1028
drop,d,403.56,10866,1,0.0536
liquor,li,1111.12,2730,2,0.3705
bit,b,293.02,9259,1,0.0457
trouble,tr,636.83,2622,2,0.2211
campaign,c,1485.46,20847,1,0.1028
election,ele,509.86,439,3,0.8378
controversy,co,4975.83,9717,2,0.4661
midnight,m,556.08,12755,1,0.0629
phone,p,1293.57,19454,1,0.0959
calls,c,1485.46,20847,1,0.1028
threats,t,480.78,11860,1,0.0585
violence,vi,330.22,945,2,0.3181
county,co,4975.83,9717,2,0.4661
school,s,1671.65,22115,1,0.1091
superintendent,s,1671.65,22115,1,0.1091
death,de,1405.16,3728,2,0.3431
days,day,799.54,1022,3,0.5643
post,p,1293.57,19454,1,0.0959
dispute,dis,876.95,1357,3,0.4662
county,co,4975.83,9717,2,0.4661
school,s,1671.65,22115,1,0.1091
board,bo,588.47,2227,2,0.2405
election,ele,509.86,439,3,0.8378
campaign,c,1485.46,20847,1,0.1028
candidates,c,1485.46,20847,1,0.1028
telephone,t,480.78,11860,1,0.0585
calls,c,1485.46,20847,1,0.1028
calls,c,1485.46,20847,1,0.1028
election,ele,509.86,439,3,0.8378
citizens,c,1485.46,20847,1,0.1028
irregularities,i,141.14,6426,1,0.0317
polls,p,1293.57,19454,1,0.0959
permit,p,1293.57,19454,1,0.0959
gun,g,91.68,5179,1,0.0255
election,ele,509.86,439,3,0.8378
ordinary,ord,284.32,427,3,0.4803
promise,pro,3070.59,3461,3,0.6400
sheriff,s,1671.65,22115,1,0.1091
bit,b,293.02,9259,1,0.0457
trouble,tr,636.83,2622,2,0.2211
Committee,Co,56.66,118,2,0.4370
approval,app,736.65,652,3,0.8150
property,pro,3070.59,3461,3,0.6400
act,act,556.11,777,3,0.5163
protests,pro,3070.59,3461,3,0.6400
bankers,ba,506.46,2066,2,0.2231
fight,f,367.70,10372,1,0.0511
measure,me,842.21,3127,2,0.2452
rejection,re,3892.93,6004,2,0.5902
hearing,hea,1016.18,1085,3,0.6756
committee,co,4975.83,9717,2,0.4661
rules,r,353.73,10173,1,0.0502
subcommittee,s,1671.65,22115,1,0.1091
week,week,690.68,437,4,0.9820
questions,qu,962.38,876,2,1.0000
committee,co,4975.83,9717,2,0.4661
members,member,990.47,509,6,1.0000
bankers,ba,506.46,2066,2,0.2231
witnesses,w,233.71,8269,1,0.0408
doubt,d,403.56,10866,1,0.0536
passage,p,1293.57,19454,1,0.0959
estimate,e,235.69,8304,1,0.0409
dollars,d,403.56,10866,1,0.0536
deficit,de,1405.16,3728,2,0.3431
dollars,d,403.56,10866,1,0.0536
end,en,246.86,1366,2,0.1645
year,year,2550.98,1590,4,0.9969
committee,co,4975.83,9717,2,0.4661
measure,me,842.21,3127,2,0.2452
means,me,842.21,3127,2,0.2452
escheat,e,235.69,8304,1,0.0409
law,la,384.05,1605,2,0.2178
books,bo,588.47,2227,2,0.2405
republic,re,3892.93,6004,2,0.5902
state,s,1671.65,22115,1,0.1091
bank,ba,506.46,2066,2,0.2231
accounts,a,424.71,11147,1,0.0550
stocks,s,1671.65,22115,1,0.1091
property,pro,3070.59,3461,3,0.6400
persons,p,1293.57,19454,1,0.0959
years,year,2550.98,1590,4,0.9969
bill,b,293.02,9259,1,0.0457
banks,ba,506.46,2066,2,0.2231
insurance,in,3186.16,4317,2,0.6718
firms,f,367.70,10372,1,0.0511
pipeline,p,1293.57,19454,1,0.0959
companies,co,4975.83,9717,2,0.4661
corporations,co,4975.83,9717,2,0.4661
property,pro,3070.59,3461,3,0.6400
state,s,1671.65,22115,1,0.1091
treasurer,tr,636.83,2622,2,0.2211
escheat,e,235.69,8304,1,0.0409
law,la,384.05,1605,2,0.2178
property,pro,3070.59,3461,3,0.6400
lawyer,la,384.05,1605,2,0.2178
opposition,oppo,383.56,247,4,0.9648
keynote,key,51.30,75,3,0.4934
banks,ba,506.46,2066,2,0.2231
obligations,obligation,86.32,36,10,1.0000
depositors,de,1405.16,3728,2,0.3431
confidence,co,4975.83,9717,2,0.4661
bank,ba,506.46,2066,2,0.2231
customers,c,1485.46,20847,1,0.1028
confidence,co,4975.83,9717,2,0.4661
banks,ba,506.46,2066,2,0.2231
economy,e,235.69,8304,1,0.0409
circulation,c,1485.46,20847,1,0.1028
millions,m,556.08,12755,1,0.0629
dollars,d,403.56,10866,1,0.0536
sponsor,s,1671.65,22115,1,0.1091
bill,b,293.02,9259,1,0.0457
failure,fa,866.39,2860,2,0.2757
gift,g,91.68,5179,1,0.0255
pockets,p,1293.57,19454,1,0.0959
banks,ba,506.46,2066,2,0.2231
insurance,in,3186.16,4317,2,0.6718
pipeline,p,1293.57,19454,1,0.0959
companies,co,4975.83,9717,2,0.4661
contention,co,4975.83,9717,2,0.4661
bankers,ba,506.46,2066,2,0.2231
bill,b,293.02,9259,1,0.0457
contracts,co,4975.83,9717,2,0.4661
notice,not,129.94,243,3,0.3857
hearing,hea,1016.18,1085,3,0.6756
bill,b,293.02,9259,1,0.0457
Senators,Se,5.86,44,2,0.1212
bill,b,293.02,9259,1,0.0457
establishment,e,235.69,8304,1,0.0409
day,day,799.54,1022,3,0.5643
schools,s,1671.65,22115,1,0.1091
counties,co,4975.83,9717,2,0.4661
bill,b,293.02,9259,1,0.0457
schooling,s,1671.65,22115,1,0.1091
students,s,1671.65,22115,1,0.1091
age,age,444.21,445,3,0.7201
cost,co,4975.83,9717,2,0.4661
state,s,1671.65,22115,1,0.1091
debate,de,1405.16,3728,2,0.3431
bill,b,293.02,9259,1,0.0457
day,day,799.54,1022,3,0.5643
schools,s,1671.65,22115,1,0.1091
counties,co,4975.83,9717,2,0.4661
population,p,1293.57,19454,1,0.0959
children,c,1485.46,20847,1,0.1028
years,year,2550.98,1590,4,0.9969
age,age,444.21,445,3,0.7201
day,day,799.54,1022,3,0.5643
schools,s,1671.65,22115,1,0.1091
ones,ones,178.70,113,4,0.9826
budget,b,293.02,9259,1,0.0457
day,day,799.54,1022,3,0.5643
schools,s,1671.65,22115,1,0.1091
counties,co,4975.83,9717,2,0.4661
"$451,500",$4,2.74,36,2,0.0692
savings,s,1671.65,22115,1,0.1091
"$157,460",$1,58.92,167,2,0.3212
capital,c,1485.46,20847,1,0.1028
outlay,out,363.46,269,3,0.9746
"$88,000",$8,1.54,27,2,0.0519
TEA,T,0.12,188,1,0.0009
scholastics,s,1671.65,22115,1,0.1091
day,day,799.54,1022,3,0.5643
school,s,1671.65,22115,1,0.1091
state,s,1671.65,22115,1,0.1091
school,s,1671.65,22115,1,0.1091
debate,de,1405.16,3728,2,0.3431
horse,ho,866.22,2324,2,0.3393
race,r,353.73,10173,1,0.0502
parimutuels,p,1293.57,19454,1,0.0959
details,de,1405.16,3728,2,0.3431
folks,fo,377.16,1887,2,0.1819
amendment,a,424.71,11147,1,0.0550
letters,letter,494.26,254,6,1.0000
horse,ho,866.22,2324,2,0.3393
race,r,353.73,10173,1,0.0502
betting,b,293.02,9259,1,0.0457
people,people,1628.73,837,6,1.0000
question,qu,962.38,876,2,1.0000
career,c,1485.46,20847,1,0.1028
advocacy,a,424.71,11147,1,0.0550
ponies,p,1293.57,19454,1,0.0959
committee,co,4975.83,9717,2,0.4661
option,op,163.52,785,2,0.1896
proposal,pro,3070.59,3461,3,0.6400
report,re,3892.93,6004,2,0.5902
resolution,re,3892.93,6004,2,0.5902
sledding,s,1671.65,22115,1,0.1091
house,house,899.13,522,5,0.9613
bill,b,293.02,9259,1,0.0457
authority,a,424.71,11147,1,0.0550
assistance,ass,527.21,524,3,0.7258
cities,c,1485.46,20847,1,0.1028
senate,s,1671.65,22115,1,0.1091
fare,fa,866.39,2860,2,0.2757
bills,b,293.02,9259,1,0.0457
committees,co,4975.83,9717,2,0.4661
calendar,c,1485.46,20847,1,0.1028
acts,act,556.11,777,3,0.5163
school,s,1671.65,22115,1,0.1091
districts,dis,876.95,1357,3,0.4662
authority,a,424.71,11147,1,0.0550
act,act,556.11,777,3,0.5163
creation,c,1485.46,20847,1,0.1028
amendment,a,424.71,11147,1,0.0550
dissent,dis,876.95,1357,3,0.4662
senators,s,1671.65,22115,1,0.1091
bill,b,293.02,9259,1,0.0457
establishment,e,235.69,8304,1,0.0409
future,f,367.70,10372,1,0.0511
school,s,1671.65,22115,1,0.1091
district,dis,876.95,1357,3,0.4662
Money,Mo,6.28,32,2,0.1788
construction,co,4975.83,9717,2,0.4661
meantime,me,842.21,3127,2,0.2452
board,bo,588.47,2227,2,0.2405
gifts,g,91.68,5179,1,0.0255
donations,d,403.56,10866,1,0.0536
site,s,1671.65,22115,1,0.1091
tax,t,480.78,11860,1,0.0585
revision,re,3892.93,6004,2,0.5902
bills,b,293.02,9259,1,0.0457
retailers,re,3892.93,6004,2,0.5902
group,grou,926.47,743,4,0.7748
excise,ex,659.09,2232,2,0.2688
taxes,t,480.78,11860,1,0.0585
requirement,re,3892.93,6004,2,0.5902
return,re,3892.93,6004,2,0.5902
retailers,re,3892.93,6004,2,0.5902
certificate,c,1485.46,20847,1,0.1028
correctness,co,4975.83,9717,2,0.4661
violation,vi,330.22,945,2,0.3181
penalty,p,1293.57,19454,1,0.0959
years,year,2550.98,1590,4,0.9969
prison,pr,1651.62,5408,2,0.2780
"$1,000",$1,58.92,167,2,0.3212
fine,f,367.70,10372,1,0.0511
series,s,1671.65,22115,1,0.1091
recommendations,re,3892.93,6004,2,0.5902
bill,b,293.02,9259,1,0.0457
estate,e,235.69,8304,1,0.0409
brokers,b,293.02,9259,1,0.0457
fee,fee,416.24,599,3,0.5013
$12,$1,58.92,167,2,0.3212
occupation,occ,178.03,165,3,0.7783
license,li,1111.12,2730,2,0.3705
brokers,b,293.02,9259,1,0.0457
stocks,s,1671.65,22115,1,0.1091
bonds,bo,588.47,2227,2,0.2405
gas,ga,140.56,814,2,0.1572
utility,utili,78.84,44,5,1.0000
companies,co,4975.83,9717,2,0.4661
right,right,365.52,204,5,1.0000
domain,d,403.56,10866,1,0.0536
bill,b,293.02,9259,1,0.0457
sites,s,1671.65,22115,1,0.1091
storage,s,1671.65,22115,1,0.1091
reservoirs,re,3892.93,6004,2,0.5902
gas,ga,140.56,814,2,0.1572
chairman,c,1485.46,20847,1,0.1028
plan,pla,2111.36,1754,3,0.8683
appointment,app,736.65,652,3,0.8150
vacancies,va,254.74,830,2,0.2794
need,need,424.89,264,4,1.0000
elections,ele,509.86,439,3,0.8378
plan,pla,2111.36,1754,3,0.8683
appointee,app,736.65,652,3,0.8150
board,bo,588.47,2227,2,0.2405
governor,govern,719.99,370,6,1.0000
lieutenant,li,1111.12,2730,2,0.3705
governor,govern,719.99,370,6,1.0000
speaker,s,1671.65,22115,1,0.1091
attorney,att,721.93,670,3,0.7773
general,genera,274.99,148,6,0.9548
justice,ju,173.17,436,2,0.3615
State,Sta,10.92,21,3,0.3750
representatives,re,3892.93,6004,2,0.5902
poll,p,1293.57,19454,1,0.0959
kind,kind,483.39,344,4,0.8731
taxes,t,480.78,11860,1,0.0585
vote,vo,153.84,645,2,0.2171
bill,b,293.02,9259,1,0.0457
referendum,re,3892.93,6004,2,0.5902
ballot,ba,506.46,2066,2,0.2231
senator,s,1671.65,22115,1,0.1091
sponsor,s,1671.65,22115,1,0.1091
poll,p,1293.57,19454,1,0.0959
idea,ide,643.01,493,3,0.9408
delay,de,1405.16,3728,2,0.3431
committee,co,4975.83,9717,2,0.4661
bill,b,293.02,9259,1,0.0457
committee,co,4975.83,9717,2,0.4661
hearing,hea,1016.18,1085,3,0.6756
proposal,pro,3070.59,3461,3,0.6400
approval,app,736.65,652,3,0.8150
majorities,ma,1471.28,4133,2,0.3240
ballot,ba,506.46,2066,2,0.2231
Opponents,O,0.02,78,1,0.0004
ballot,ba,506.46,2066,2,0.2231
information,in,3186.16,4317,2,0.6718
tax,t,480.78,11860,1,0.0585
proposals,pro,3070.59,3461,3,0.6400
voters,vo,153.84,645,2,0.2171
choice,c,1485.46,20847,1,0.1028
members,member,990.47,509,6,1.0000
water,wa,1046.08,2806,2,0.3393
needs,need,424.89,264,4,1.0000
cities,c,1485.46,20847,1,0.1028
water,wa,1046.08,2806,2,0.3393
