Ngram,Count,KneserNey_Prob
"करता था । </s>",3030,0.9999992786297753
"कराया गया । </s>",3024,0.9999995043134348
"में से एक है",3022,0.45397768835744534
"मिल रहा है ।",3014,0.7552568184855809
"की संभावना है ।",3004,0.7884806733061304
"लगाया है । </s>",2990,0.9999985641846434
"नई दिल्ली . </s>",2986,0.999997133657052
"ही है । </s>",2986,0.9916140152138669
"रखा गया है ।",2985,0.7880189212493117
"जा सकता है .",2972,0.14736498352072347
"गई थी . </s>",2961,0.9999951771475127
"के बारे में जानकारी",2948,0.10309602491653878
"मामला सामने आया है",2942,0.8594493077582219
"करता है . </s>",2941,0.9791824551304649
"हो जाएगी । </s>",2932,0.9861260679284645
"गिरफ्तार किया है ।",2930,0.8360638921343847
"जाती हैं । </s>",2926,0.999998277725813
"लिया है . </s>",2922,0.9999935292798365
"सरकार की ओर से",2917,0.9999498405296675
"<s> उत्तर प्रदेश के",2913,0.47716238165849384
"<s> जानकारी के मुताबिक",2909,0.40277279858759496
"पड़ रहा है ।",2905,0.8430221798761384
"एक बार फिर से",2901,0.5664032144942897
"<s> नई दिल्ली .",2895,0.18538319228371847
"जा चुका है ।",2879,0.7769570516722615
"निर्देश दिए । </s>",2879,0.9999999998583758
"प्रदर्शन किया । </s>",2878,0.9999993796639336
"कर ली । </s>",2854,0.9999999998847702
"कर दिया है .",2852,0.17196420936283627
"शुरू कर दिया है",2852,0.3747617643386129
"<s> भोपाल । </s>",2841,0.9999999996152539
"वाले हैं । </s>",2840,0.9999982255724397
"आया था । </s>",2825,0.9999992262825556
"नहीं होगा । </s>",2812,0.9869245559925686
"होने की वजह से",2809,0.9999922940544261
"मौजूद थे । </s>",2798,0.9999992728279988
"मिलती है । </s>",2768,0.999998449028932
"दिया जाता है ।",2766,0.7119698841203954
"रहा था . </s>",2749,0.9750773212665023
"कहा जाता है ।",2741,0.4888980268903716
"बात कही । </s>",2736,0.9999999996987454
"कहा है । </s>",2731,0.9999984280161419
"पहुंच गए । </s>",2709,0.9999995470298079
"जाता था । </s>",2706,0.9999991922572873
"का आरोप है कि",2688,0.764343668021579
"वाली है । </s>",2684,0.9999984004888539
"होती हैं । </s>",2674,0.9999981154172509
"है . . .",2654,0.6683241295718904
"होनी चाहिए । </s>",2648,0.9868578013264134
"चुकी है . </s>",2640,0.9912583277445063
"हैं । ' </s>",2640,0.9999999921463801
"<s> मुंबई । </s>",2629,0.9999999995721676
"हो गई . </s>",2618,0.9804209258317467
"सकते है । </s>",2600,0.9999983488123398
"शुरू कर दिया ।",2588,0.34012297340258085
"भी हैं । </s>",2585,0.9999980505321968
"कर रही है .",2583,0.16306826608128755
"बताया जाता है कि",2576,0.8625614514683548
"कर लिया गया है",2548,0.5877390122586237
"काम कर रहे हैं",2541,0.7577324652714635
"लेते हैं । </s>",2538,0.9999980144309413
"निरीक्षण किया । </s>",2523,0.9999992923792314
"को रोकने के लिए",2513,0.9501386085784334
"से बचने के लिए",2512,0.949161325905467
"हुई हैं । </s>",2500,0.9999979842502915
"हो गया . </s>",2495,0.9771767531388705
"मच गया । </s>",2485,0.9999993967983207
"बना हुआ है ।",2478,0.7868552510659503
"नजर आ रहे हैं",2474,0.8478748116164229
"देते हुए कहा कि",2470,0.7813158303474205
"ने हाल ही में",2469,0.999996203301323
"नहीं थी । </s>",2455,0.9999992094693099
"<s> 🔊 पूरी खबर",2453,0.9999999121975199
"🔊 पूरी खबर सुने",2449,0.9999999197959107
"देती है । </s>",2448,0.9999982462876158
"कराया गया है ।",2444,0.8351559040200685
"जाते हैं . </s>",2443,0.9841775615338495
"<s> आरोप है कि",2443,0.9999582244319245
"मुझे लगता है कि",2437,0.9998693985720127
"जा रही हैं ।",2431,0.7690726354473917
"हो गया है .",2424,0.1501307189846466
"नहीं हुआ । </s>",2422,0.9921151413348384
"ले गए । </s>",2418,0.9999994925160255
"<s> 1 . </s>",2417,0.9999999909361549
"ध्यान में रखते हुए",2417,0.9827895520378155
"आती है । </s>",2409,0.9999982178962572
"यह भी कहा कि",2400,0.6303300776914893
"को गिरफ्तार किया है",2396,0.43167043226621893
"हुए हैं . </s>",2395,0.9999922516260017
"मौजूद रहे । </s>",2392,0.999999157571702
"आवश्यकता है । </s>",2390,0.9999982037289052
"<s> बताया जाता है",2389,0.999999991136185
"को कहा । </s>",2389,0.9999999996781609
"नहीं किया । </s>",2383,0.9999992508068825
"का फैसला किया है",2380,0.5263647958198904
"कर रहा था ।",2379,0.7110811087109851
"चुका है . </s>",2371,0.9999920255401444
"हो जाते हैं ।",2358,0.686581977635468
"लग गई । </s>",2350,0.9999996161366091
"की मांग को लेकर",2346,0.9254366403664304
"पर हैं । </s>",2336,0.9999978427336168
"बनी हुई है ।",2330,0.8000949507009508
"कर दिया गया था",2326,0.1396708336633434
"का कहना था कि",2324,0.9999999417223668
"<s> 2 . </s>",2313,0.9999999896361443
"ने कहा कि इस",2310,0.0376012202863703
"दी गई थी ।",2308,0.7780846895042752
"किए जा रहे हैं",2292,0.7968939162945243
"उनका कहना है कि",2290,0.9999954035898726
"जा रहे थे ।",2282,0.7304064949959731
"कहते हैं । </s>",2269,0.9999977790329346
"ने बताया कि इस",2266,0.04849412245533597
"<s> 3 . </s>",2257,0.9999999888518257
"अधिकारी ने बताया कि",2251,0.9854203466587914
"मार दी । </s>",2251,0.9999995105137931
"जा रही थी ।",2248,0.7515468697673534
"बताया गया है कि",2247,0.6269995505424399
"से निपटने के लिए",2242,0.962433335196386
"मौत हो चुकी है",2240,0.8488516413097418
"की जा सकती है",2240,0.7978458336914479
"को ध्यान में रखते",2236,0.6322693150435895
"हुआ था . </s>",2233,0.9999928450451268
"को दी । </s>",2231,0.9999995061257501
"रूप से घायल हो",2229,0.8011058988249216
"गए थे . </s>",2227,0.9999943095981645
"मिली जानकारी के अनुसार",2226,0.644347603606521
"हो गई है .",2226,0.15091558562023388
"आ गया । </s>",2226,0.9999993266144774
"हो रहा है .",2219,0.15609393554872614
"हो गए थे ।",2218,0.7480117078144164
"का सामना करना पड़ा",2217,0.2999794681462137
"पुलिस ने बताया कि",2200,0.9659513989350627
"कहा जा रहा है",2195,0.8921437691503158
"दी जा रही है",2193,0.8330833655460126
"की बात कही ।",2190,0.3368537597890408
"ने कहा कि यह",2190,0.03564404913942544
"जा सकता है कि",2188,0.1084563522014828
"<s> उनका कहना है",2181,0.7177707157363288
"शुरू हो गया है",2177,0.5738204471503373
"भेज दिया । </s>",2172,0.9999990696666904
"रहती हैं । </s>",2157,0.9999976637115108
"कर चुके हैं ।",2156,0.6688261571984556
"बनाया है । </s>",2153,0.999998005997252
"करने लगे । </s>",2151,0.9999999997473342
"करने की मांग की",2150,0.6566712589427265
"की आवश्यकता है ।",2140,0.7827559356031275
"जाना है । </s>",2135,0.9999979891859876
"गिरफ्तार कर लिया ।",2130,0.33922550662639234
"रही थी . </s>",2128,0.97917269506328
"पहुंच गया । </s>",2099,0.9999992858712847
"किए जाएंगे । </s>",2092,0.9999969469179473
"रन बनाए । </s>",2088,0.9999999993598888
"कम है । </s>",2087,0.9903896650019768
"है . "" </s>",2082,0.9999999628517028
"शुरू हो गई है",2070,0.5338600247835561
"कर ली है ।",2066,0.7627068566025536
"की मौत हो चुकी",2065,0.16393033620508285
"का मामला सामने आया",2058,0.9296644100178763
"गयी है . </s>",2050,0.9999907768564305
"उम्मीद है । </s>",2046,0.9859062687014294
"के निर्देश दिए ।",2042,0.41684092960259594
"मौत हो गई थी",2033,0.1221360346937113
"<s> लखनऊ । </s>",2028,0.9999999993134691
"करने के निर्देश दिए",2024,0.7965110389251095
"है . ' </s>",2023,0.9999999737827162
"मनाया गया । </s>",2023,0.9999992590429199
"किया जाएगा . </s>",2022,0.9999908484951948
"जारी किया है ।",2015,0.7502743702674632
"कर सकती है ।",2014,0.7093713279776525
"वायरल हो रहा है",2011,0.9641670774927897
"मोदी ने कहा कि",2008,0.8749533826264845
"नहीं किया जा सकता",2006,0.6210959770563003
"दिया गया . </s>",2005,0.9890085934500371
"हुई थी . </s>",2003,0.9999928704612008
"किया गया था .",1998,0.1523112058152072
"पाया है । </s>",1998,0.9999978513073492
"जा सकते हैं ।",1992,0.7574133271555438
"का आरोप लगाया है",1991,0.4495517131211967
"नहीं किया गया है",1991,0.5025913368667686
"आई थी । </s>",1989,0.9999990242569914
"मिली थी । </s>",1985,0.9999990222907587
"नहीं होगी । </s>",1978,0.9849357559258459
"जाना जाता है ।",1976,0.7734939122347844
"<s> सोशल मीडिया पर",1967,0.7879885638543753
"के बाद से ही",1965,0.48743894576562957
"चल रहा था ।",1963,0.7768004730673284
"पड़ रहा है ।",1958,0.9378573709220163
"में है . </s>",1956,0.9852528625938393
"<s> जी . </s>",1956,0.99999163345188
"किया जा चुका है",1953,0.9686100091368487
"दे दी है ।",1951,0.794665140928774
"आ रही हैं ।",1949,0.6154037377906276
"में हुई । </s>",1949,0.9999988603276283
"की जाए । </s>",1947,0.999996536196817
"गिरफ्तार कर लिया है",1947,0.3101402187064592
"बताया है । </s>",1946,0.9999977938911015
"ने कहा कि वह",1944,0.031661625119009516
"जा रहे हैं .",1944,0.15922640276758313
"कार्रवाई की जाएगी ।",1936,0.9073375400167812
"ले लिया । </s>",1933,0.9999993039012516
"शुरू कर दी ।",1933,0.23952642987025916
"यही वजह है कि",1930,0.9885370879627198
"पड़ता है । </s>",1923,0.9999977675049837
"मुख्यमंत्री ने कहा कि",1922,0.9506368956598004
"पर पहुंचे । </s>",1919,0.9999999998173846
"दिए थे । </s>",1916,0.9999989380859815
"ली थी । </s>",1916,0.999998987080979
"<s> 4 . </s>",1914,0.9999999840478215
"विभाग की ओर से",1914,0.9999235552899897
"हो रही है .",1913,0.14880423952387084
"की उम्मीद है ।",1912,0.7861655677717384
"समय - समय पर",1906,0.9999998599116364
"में कोविड - 19",1902,0.9999999759562348
"हो सके । </s>",1902,0.9999961803080409
"शामिल हुए । </s>",1900,0.999999999817404
"दे रहा है ।",1897,0.7434379311718579
"कहा गया है ।",1889,0.2260419223532633
"दे रही है ।",1889,0.7238107018031925
"पहुंच गई । </s>",1889,0.9999995224568721
"पहुंचे थे । </s>",1884,0.9999989200492254
"सूचना दी । </s>",1882,0.9999994145412052
"गए है । </s>",1877,0.9999977127927989
"एक है । </s>",1864,0.9999976968412466
"जा सकता । </s>",1862,0.9866087174968208
"<s> इस बारे में",1856,0.9999999997120661
"हो गयी । </s>",1855,0.9999999996697903
"की गई है .",1854,0.12266928196555145
"<s> पुलिस ने बताया",1852,0.16398052807196756
"शामिल थे । </s>",1850,0.9999989002014814
"पूरा करने के लिए",1849,0.8021500899062691
"रही थीं । </s>",1847,0.9999983518844326
"कर दी गई ।",1846,0.2575677938563999
"होते हैं . </s>",1845,0.9880689964071458
"आरोप लगाया है ।",1845,0.5429595076376571
"उपस्थित थे । </s>",1842,0.9999988954249407
"पड़ा है । </s>",1841,0.9999976680674001
"आवश्यक है । </s>",1840,0.9999976668000454
"कहा जाता है कि",1839,0.32751522119898907
"हो सकता है .",1839,0.14206375742820593
"यही कारण है कि",1839,0.9846944424230736
"कराया है । </s>",1835,0.9999976604425524
"हो गए . </s>",1833,0.9885273813328948
"मिल रही है ।",1827,0.7434788543883698
"में हैं . </s>",1817,0.999989786815781
"दे दी । </s>",1815,0.9999993929292277
"स्थित है । </s>",1809,0.9999976268170723
"पर ही मौत हो",1806,0.99997937806409
"के बारे में बताया",1803,0.06302987750923739
"नजर आए । </s>",1794,0.9999999997047093
"चले गए । </s>",1794,0.9999993159998605
"अधिक है । </s>",1793,0.9999976056397566
"पता चलता है कि",1793,0.8248548900533945
"नहीं हुआ है ।",1791,0.7266800422055164
"में शामिल होने के",1788,0.42383237281565606
"आया है . </s>",1785,0.9860365461686167
"नहीं हुई । </s>",1779,0.9999987514213308
"दर्ज किया गया है",1779,0.4673856811078684
"की हैं । </s>",1778,0.9999971657062592
"में कहा है कि",1776,0.999925359341534
"<s> यहां तक कि",1773,0.8360022703850735
"करना पड़ा । </s>",1768,0.999999999591262
"का दावा है कि",1768,0.9875765039025504
"बात है । </s>",1766,0.9842570550552464
"की घोषणा की है",1761,0.33796975324155
"स्वागत किया । </s>",1760,0.9999989856095459
"ही मौत हो गई",1760,0.9012368152683737
"के बारे में बात",1759,0.06153421393570407
"भर्ती कराया गया है",1752,0.41548074132542623
"हत्या कर दी गई",1752,0.36324135335617164
"आ गए । </s>",1752,0.9999992996025969
"काम कर रही है",1746,0.6784362932833329
"एक बयान में कहा",1746,0.9131987389003543
"नहीं होता । </s>",1744,0.9999999991692766
"कर सकेंगे । </s>",1739,0.9999999995663706
"का सामना करना पड़",1737,0.23500874649033782
"नहीं मिला । </s>",1737,0.9999980777640158
"शर्मा ने बताया कि",1730,0.9748892106829999
"<s> इस दौरान उन्होंने",1730,0.15157076206251974
"से मिली जानकारी के",1729,0.9777888774193524
"रहा हूं । </s>",1725,0.9507820388167537
"कर रहा है .",1725,0.15763866856216235
"या नहीं । </s>",1725,0.9788577705577707
"जान से मारने की",1722,0.9479429616767717
"फैसला किया है ।",1719,0.6670182263757863
"<s> पुलिस के मुताबिक",1718,0.42669353551816785
"ने एक बार फिर",1718,0.9534477556985764
"न हो । </s>",1717,0.999993377400913
"गये हैं । </s>",1716,0.9999970633017068
"पर पहुंची पुलिस ने",1715,0.902902158734952
"कोशिश की । </s>",1713,0.9999990567084351
"<s> इसी के साथ",1712,0.5947868579667991
"उपलब्ध है । </s>",1708,0.9999974864824845
"हैं । "" </s>",1706,0.9999999733109797
"सामने आई है ।",1704,0.6496082578176278
"देखा जा सकता है",1697,0.9637855939013243
"नजर आ रही हैं",1697,0.5273788825296568
"दी जाती है ।",1695,0.6843727878424919
"फरार हो गए ।",1694,0.7860175757969771
"की मौत के बाद",1693,0.682170012440144
"<s> पुलिस के अनुसार",1691,0.41998389124119967
"पाई है । </s>",1691,0.9999974612135326
"रखा था । </s>",1690,0.9999987066557511
"प्रदान करता है ।",1690,0.8663620752747383
"करने के लिए एक",1687,0.05364701623739652
"ने बताया कि वह",1683,0.036048844628351326
"भाग लिया । </s>",1681,0.9999991995485541
"<s> रायपुर । </s>",1680,0.999999998951934
"लगाया गया है ।",1677,0.7389340267224693
"से एक है ।",1676,0.7019845215265664
"<s> घटना के बाद",1676,0.6086959341703861
"न करें । </s>",1675,0.9999972810435599
"दिए गए । </s>",1671,0.9999992656515557
"की जरूरत नहीं है",1669,0.6433362629810219
"मिला था । </s>",1666,0.9999986880241413
"लिया जाएगा । </s>",1666,0.9879900732197399
"पा रहा है ।",1666,0.8260230194219538
"होने के बाद भी",1660,0.22325806164495626
"सका है । </s>",1660,0.99999741380246
"की जानकारी दी ।",1659,0.5098082600540209
"ने आरोप लगाया कि",1657,0.6283530451350775
"मृत घोषित कर दिया",1656,0.9999332065037171
"तैयार है । </s>",1655,0.9999974059891744
"रखते हैं । </s>",1653,0.9999969513767265
"<s> मुख्यमंत्री ने कहा",1652,0.8008211592816057
"<s> इस वजह से",1649,0.9999999771925975
"सम्मानित किया गया ।",1646,0.7268514628258207
"नहीं थे । </s>",1644,0.999998762392178
"कर रहे हैं और",1641,0.05404443456389277
"मंत्री ने कहा कि",1640,0.9558173791029564
"मौत हो गई है",1639,0.09857517385050044
"जा चुकी है ।",1639,0.7886609223971113
"पता चला है कि",1639,0.8429791460850168
"जांच की जा रही",1638,0.9032987018218
"से इनकार कर दिया",1635,0.9387102602261116
