Ngram,Count,Katz_Prob
"हो गया . </s>",2495,0.9767032106499608
"मच गया । </s>",2485,0.9997987927565393
"बना हुआ है ।",2478,0.7862583306886702
"नजर आ रहे हैं",2474,0.8473792394655704
"देते हुए कहा कि",2470,0.7802527646129542
"ने हाल ही में",2469,0.9997974888618874
"नहीं थी । </s>",2455,0.99979633401222
"<s> 🔊 पूरी खबर",2453,0.999796167957603
"🔊 पूरी खबर सुने",2449,0.999795835034708
"देती है । </s>",2448,0.9997957516339869
"कराया गया है ।",2444,0.8345286885245902
"जाते हैं . </s>",2443,0.9836890857833266
"<s> आरोप है कि",2443,0.9997953336062219
"मुझे लगता है कि",2437,0.9997948297086582
"जा रही हैं ।",2431,0.768173198482933
"हो गया है .",2424,0.1500712118397424
"नहीं हुआ । </s>",2422,0.9916052416052417
"ले गए । </s>",2418,0.999793217535153
"<s> 1 . </s>",2417,0.9997931319817956
"ध्यान में रखते हुए",2417,0.9823170731707317
"आती है । </s>",2409,0.9997924449979244
"यह भी कहा कि",2400,0.6297900262467192
"को गिरफ्तार किया है",2396,0.4313107670147641
"हुए हैं . </s>",2395,0.9997912317327766
"मौजूद रहे । </s>",2392,0.9997909698996655
"आवश्यकता है । </s>",2390,0.9997907949790795
"<s> बताया जाता है",2389,0.9997907074089577
"को कहा । </s>",2389,0.9997907074089577
"नहीं किया । </s>",2383,0.9997901804448175
"का फैसला किया है",2380,0.525740167918692
"कर रहा था ।",2379,0.7097881229483736
"चुका है . </s>",2371,0.9997891185153943
"हो जाते हैं ।",2358,0.6855190462343704
"लग गई । </s>",2350,0.9997872340425532
"की मांग को लेकर",2346,0.9245171462357115
"पर हैं । </s>",2336,0.9997859589041096
"बनी हुई है ।",2330,0.7994166094715168
"कर दिया गया था",2326,0.13961935638808837
"का कहना था कि",2324,0.9997848537005164
"<s> 2 . </s>",2313,0.9997838305231301
"ने कहा कि इस",2310,0.03734758562696077
"दी गई थी ।",2308,0.7771977096665544
"किए जा रहे हैं",2292,0.7953835473793821
"उनका कहना है कि",2290,0.9997816593886463
"जा रहे थे ।",2282,0.7291466922339406
"कहते हैं । </s>",2269,0.999779638607316
"ने बताया कि इस",2266,0.0480803921984762
"<s> 3 . </s>",2257,0.9997784669915818
"अधिकारी ने बताया कि",2251,0.9849015317286652
"मार दी । </s>",2251,0.9997778764993336
"जा रही थी ।",2248,0.7504173622704507
"बताया गया है कि",2247,0.6269885570750767
"से निपटने के लिए",2242,0.9616044616044616
"मौत हो चुकी है",2240,0.8482954545454545
"की जा सकती है",2240,0.7966915688367129
"को ध्यान में रखते",2236,0.6313188364868682
"हुआ था . </s>",2233,0.9997760859829825
"को दी । </s>",2231,0.9997758852532497
"रूप से घायल हो",2229,0.7993185078909613
"गए थे . </s>",2227,0.9997754827121689
"मिली जानकारी के अनुसार",2226,0.6437662713335262
"हो गई है .",2226,0.15085067443909714
"आ गया । </s>",2226,0.9997753818508536
"हो रहा है .",2219,0.15597975110736131
"हो गए थे ।",2218,0.7471361185983828
"का सामना करना पड़ा",2217,0.29964850615114236
"पुलिस ने बताया कि",2200,0.9651162790697675
"कहा जा रहा है",2195,0.8917106867127184
"दी जा रही है",2193,0.8320683111954459
"की बात कही ।",2190,0.33648378669125556
"ने कहा कि यह",2190,0.035407031275267634
"जा सकता है कि",2188,0.10841552262477078
"<s> उनका कहना है",2181,0.717505758473182
"शुरू हो गया है",2177,0.5735177865612648
"भेज दिया । </s>",2172,0.9997697974217311
"रहती हैं । </s>",2157,0.9997681965693093
"कर चुके हैं ।",2156,0.6679578555934305
"बनाया है । </s>",2153,0.9997677659080353
"करने लगे । </s>",2151,0.999767549976755
"करने की मांग की",2150,0.6555352241537054
"की आवश्यकता है ।",2140,0.7811244979919679
"जाना है । </s>",2135,0.9997658079625292
"गिरफ्तार कर लिया ।",2130,0.3390383696863557
"रही थी . </s>",2128,0.9786108555657773
"पहुंच गया । </s>",2099,0.9997617913292044
"किए जाएंगे । </s>",2092,0.9997609942638623
"रन बनाए । </s>",2088,0.9997605363984674
"कम है । </s>",2087,0.9898007590132827
"है . "" </s>",2082,0.9997598463016331
"शुरू हो गई है",2070,0.5335137922144882
"कर ली है ।",2066,0.7621771217712177
"की मौत हो चुकी",2065,0.163901238488409
"का मामला सामने आया",2058,0.9288939051918735
"गयी है . </s>",2050,0.9997560975609756
"उम्मीद है । </s>",2046,0.9853082851637764
"के निर्देश दिए ।",2042,0.41646266829865364
"मौत हो गई थी",2033,0.12209407100378447
"<s> लखनऊ । </s>",2028,0.9997534516765286
"करने के निर्देश दिए",2024,0.7957137239480928
"है . ' </s>",2023,0.9997528423133959
"मनाया गया । </s>",2023,0.9997528423133959
"किया जाएगा . </s>",2022,0.9997527200791295
"जारी किया है ।",2015,0.7494419642857143
"कर सकती है ।",2014,0.7077328646748682
"वायरल हो रहा है",2011,0.9633445136559655
"मोदी ने कहा कि",2008,0.8739660426643447
"नहीं किया जा सकता",2006,0.6208978328173375
"दिया गया . </s>",2005,0.9884122287968442
"हुई थी . </s>",2003,0.9997503744383425
"किया गया था .",1998,0.15216728879408853
"पाया है । </s>",1998,0.9997497497497497
"जा सकते हैं ।",1992,0.7563615647550322
"का आरोप लगाया है",1991,0.44922139471902506
"नहीं किया गया है",1991,0.5021442986881938
"आई थी । </s>",1989,0.9997486173956762
"मिली थी । </s>",1985,0.9997481108312343
"नहीं होगी । </s>",1978,0.9843205574912892
"जाना जाता है ।",1976,0.772887323943662
"<s> सोशल मीडिया पर",1967,0.7856572113463843
"के बाद से ही",1965,0.48362875430822255
"चल रहा था ।",1963,0.775691699604743
"पड़ रहा है ।",1958,0.9375
"में है . </s>",1956,0.9846424974823766
"<s> जी . </s>",1956,0.9997443762781186
"किया जा चुका है",1953,0.9680218145761031
"दे दी है ।",1951,0.7938542938542938
"आ रही हैं ।",1949,0.6146687697160883
"में हुई । </s>",1949,0.9997434581836839
"की जाए । </s>",1947,0.9997431946584489
"गिरफ्तार कर लिया है",1947,0.3099028817067346
"बताया है । </s>",1946,0.999743062692703
"ने कहा कि वह",1944,0.03142889485429671
"जा रहे हैं .",1944,0.1590685873301686
"कार्रवाई की जाएगी ।",1936,0.9065573770491804
"ले लिया । </s>",1933,0.9997413347128815
"शुरू कर दी ।",1933,0.23934852613326726
"यही वजह है कि",1930,0.9879672299027138
"पड़ता है । </s>",1923,0.999739989599584
"मुख्यमंत्री ने कहा कि",1922,0.9498269896193772
"पर पहुंचे । </s>",1919,0.9997394476289734
"दिए थे । </s>",1916,0.9997390396659708
"ली थी । </s>",1916,0.9997390396659708
"<s> 4 . </s>",1914,0.9997387669801463
"विभाग की ओर से",1914,0.9997387669801463
"हो रही है .",1913,0.14869382677655107
"की उम्मीद है ।",1912,0.7856555692560625
"समय - समय पर",1906,0.9997376705141658
"में कोविड - 19",1902,0.9997371188222923
"हो सके । </s>",1902,0.9997371188222923
"शामिल हुए । </s>",1900,0.9997368421052631
"दे रहा है ।",1897,0.7425606891151135
"कहा गया है ।",1889,0.2255733397037745
"दे रही है ।",1889,0.7224560061208876
"पहुंच गई । </s>",1889,0.9997353096876654
"पहुंचे थे । </s>",1884,0.9997346072186837
"सूचना दी । </s>",1882,0.9997343251859724
"गए है । </s>",1877,0.9997336174746937
"एक है । </s>",1864,0.9997317596566524
"जा सकता । </s>",1862,0.9859639830508474
"<s> इस बारे में",1856,0.9997306034482759
"हो गयी । </s>",1855,0.9997304582210242
"की गई है .",1854,0.12258597883597884
"<s> पुलिस ने बताया",1852,0.16341571050308915
"शामिल थे । </s>",1850,0.9997297297297297
"पूरा करने के लिए",1849,0.8012570437798006
"रही थीं । </s>",1847,0.9997292907417433
"कर दी गई ।",1846,0.2573919107391911
"होते हैं . </s>",1845,0.9874197002141327
"आरोप लगाया है ।",1845,0.5425
"उपस्थित थे । </s>",1842,0.999728555917481
"पड़ा है । </s>",1841,0.9997284084736556
"आवश्यक है । </s>",1840,0.9997282608695652
"कहा जाता है कि",1839,0.32736823361823364
"हो सकता है .",1839,0.1418924133672918
"यही कारण है कि",1839,0.9842077087794433
"कराया है । </s>",1835,0.9997275204359674
"हो गए . </s>",1833,0.9878706199460916
"मिल रही है ।",1827,0.7424796747967479
"में हैं . </s>",1817,0.999724821133737
"दे दी । </s>",1815,0.9997245179063361
"स्थित है । </s>",1809,0.9997236042012161
"पर ही मौत हो",1806,0.9997231450719822
"के बारे में बताया",1803,0.06274803314070876
"नजर आए । </s>",1794,0.999721293199554
"चले गए । </s>",1794,0.999721293199554
"अधिक है । </s>",1793,0.9997211377579476
"पता चलता है कि",1793,0.8237591911764706
"नहीं हुआ है ।",1791,0.725486223662885
"में शामिल होने के",1788,0.4227767265846736
"आया है . </s>",1785,0.9853672004417449
"नहीं हुई । </s>",1779,0.9997189432265318
"दर्ज किया गया है",1779,0.4669204515620898
"की हैं । </s>",1778,0.999718785151856
"में कहा है कि",1776,0.9997184684684685
"<s> यहां तक कि",1773,0.8352968897266729
"करना पड़ा । </s>",1768,0.9997171945701357
"का दावा है कि",1768,0.9868788386376326
"बात है । </s>",1766,0.9835654596100278
"की घोषणा की है",1761,0.3375191717791411
"स्वागत किया । </s>",1760,0.9997159090909091
"ही मौत हो गई",1760,0.900460593654043
"के बारे में बात",1759,0.061216319710366916
"भर्ती कराया गया है",1752,0.41514576913960655
"हत्या कर दी गई",1752,0.36300518134715026
"आ गए । </s>",1752,0.9997146118721462
"काम कर रही है",1746,0.6776009316770186
"एक बयान में कहा",1746,0.9119644723092999
"नहीं होता । </s>",1744,0.9997133027522935
"कर सकेंगे । </s>",1739,0.9997124784358827
"का सामना करना पड़",1737,0.23475733405434634
"नहीं मिला । </s>",1737,0.9997121473805411
"शर्मा ने बताया कि",1730,0.9738175675675675
"<s> इस दौरान उन्होंने",1730,0.14985703145308032
"से मिली जानकारी के",1729,0.9771057094403618
"रहा हूं । </s>",1725,0.9501377410468319
"कर रहा है .",1725,0.15751735476799417
"या नहीं । </s>",1725,0.9781622234827
"जान से मारने की",1722,0.9469196919691969
"फैसला किया है ।",1719,0.666343544009306
"<s> पुलिस के मुताबिक",1718,0.4262844378257632
"ने एक बार फिर",1718,0.9525790349417638
"न हो । </s>",1717,0.9997087944088526
"गये हैं । </s>",1716,0.9997086247086248
"पर पहुंची पुलिस ने",1715,0.9004726890756303
"कोशिश की । </s>",1713,0.9997081144191476
"<s> इसी के साथ",1712,0.5936524453694069
"उपलब्ध है । </s>",1708,0.9997072599531616
"हैं । "" </s>",1706,0.9997069167643611
"सामने आई है ।",1704,0.648458317472402
"देखा जा सकता है",1697,0.9628263337116912
"नजर आ रही हैं",1697,0.5271908017402113
"दी जाती है ।",1695,0.683266129032258
"फरार हो गए ।",1694,0.785482374768089
"की मौत के बाद",1693,0.6810865191146881
"<s> पुलिस के अनुसार",1691,0.4195830230826508
"पाई है । </s>",1691,0.9997043169722057
"रखा था । </s>",1690,0.9997041420118343
"प्रदान करता है ।",1690,0.8655225409836066
"करने के लिए एक",1687,0.053314576549805585
"ने बताया कि वह",1683,0.035707464080307304
"भाग लिया । </s>",1681,0.9997025580011898
"<s> रायपुर । </s>",1680,0.999702380952381
"लगाया गया है ।",1677,0.7378961267605634
"से एक है ।",1676,0.7007528230865746
"<s> घटना के बाद",1676,0.6068453458891706
"न करें । </s>",1675,0.9997014925373134
"दिए गए । </s>",1671,0.9997007779772591
"की जरूरत नहीं है",1669,0.6407450076804916
"मिला था । </s>",1666,0.9996998799519808
"लिया जाएगा । </s>",1666,0.9872554831061056
"पा रहा है ।",1666,0.8249133234274393
"होने के बाद भी",1660,0.22251273799946367
"सका है । </s>",1660,0.9996987951807229
"की जानकारी दी ।",1659,0.5087423312883436
"ने आरोप लगाया कि",1657,0.6281759575274933
"मृत घोषित कर दिया",1656,0.9996980676328503
"तैयार है । </s>",1655,0.9996978851963746
"रखते हैं । </s>",1653,0.999697519661222
"<s> मुख्यमंत्री ने कहा",1652,0.7978260869565217
"<s> इस वजह से",1649,0.9996967859308672
"सम्मानित किया गया ।",1646,0.7264900662251655
"नहीं थे । </s>",1644,0.9996958637469586
"कर रहे हैं और",1641,0.05401356512577374
"मंत्री ने कहा कि",1640,0.9548631333721608
"मौत हो गई है",1639,0.0984261428485613
"जा चुकी है ।",1639,0.7877403846153846
"पता चला है कि",1639,0.841983556012333
"जांच की जा रही",1638,0.9022038567493113
"से इनकार कर दिया",1635,0.9372133027522935
"नईदुनिया प्रतिनिधि) । </s>",1634,0.9996940024479805
