Sentence,Add-One,Add-K,Token-Type 
बताया  कि  पाइल्स  के  80 फीसदी  मामलों  में  सर्जरी  की  जरूरत  नहीं  होती ।,1.9797555894397952e-45,1.421039859247762e-42,3.1008112392970423e-91
जिसमें  उसने  खुद  को  और  बेटे  को  सचिन  बंसल  से  खतरा  बताया  है ।,1.0024779166136782e-43,7.679031861888748e-41,7.895244531525004e-91
ऐसे  में  सवाल  उठता  है  कि  एक  थाने  में  राधे  मां  के  प्रति  इतनी  श्रद्धा  कहां  तक  उचित  है ?,1.1647008165731622e-66,1.9474906599226574e-62,1.5819006308547326e-128
कार  के  कांच  बंद  थे  ड्रायविंग  सीट  पर  बैठी  शेहला  को  गले  के  बीचोंबीच  गोली  मारी  गई  और  वह  बाहर  निकलने  के  बजाए  उसकी  गर्दन  में  बाएं  हिस्से  में  धंसकर  रह  गई ।,3.11123785179906e-129,1.681470300524105e-122,4.0253963801343746e-207
भदोही .,6.609068667908084e-09,3.1802080003824964e-08,1.3088462259197207e-18
"उन्होंने  कहा  कि  हमारी  भी  अभिलाषा  थी  कि  प्रदेश  में  चौमुखी  विकास  हो , लेकिन  15 महीने  में  कमलनाथ  और  दिग्विजयसिंह  ने  वल्लभ  भवन  को  भ्रष्टाचार  का  अड्डा  बना  डाला ।",2.2917991780279745e-128,2.3010801995614188e-122,1.5349395311794627e-206
शौचालय  का  लाभ  आधे  परिवारों  को  मिल  सका  है ।,2.3890854110143138e-32,3.05248844292218e-30,1.8854765252543496e-66
मंगलवार  को  पटना  में  सुबह - सुबह  र  बिहार  विधानसभा  चुनाव  में  दूसरे  चरण  के  लिए  वोट  डाले  जा  रहे  हैं .,2.5948625465203842e-61,8.762175190869874e-57,4.3090184235712245e-140
एयरपोर्ट  पर  एक  कार  उनका  इंतज़ार  कर  रही  थी  जिसमे  बैठ  कर  वो  सीधा  मेघन  के  घर  पहुंचे ।,1.5994797207086947e-69,1.9387263987466064e-65,9.209021211342188e-122
रुफिल  ने  खरीद  से  लेकर  प्रसंस्करण  तक  की  प्रक्रिया  में  कड़े  गुणवत्ता  मानकों  और  जांचों  को  लागू  किया  है ।,1.0371405403765329e-77,3.7697632495100115e-74,2.295362018192661e-127
🔊 पूरी  खबर  सुने  हरदोई ।,1.3289135670693037e-17,8.062724725267035e-16,1.511718342713893e-42
"हर  वेबसाइट  में  बिल  का  भुगतान  होता  है  शायद  सबसे  अधिक  सामुदायिक - केंद्रित  मंच  है , रेडिट  विज्ञापनों  के  बारे  में  हमेशा  खुला  और  ईमानदार  रहा  है , और  इंस्टाग्राम  या  फेसबुक  की  तुलना  में  पैसे  से  कम  संचालित  होता  है ।",1.921858402119074e-184,1.635423270587486e-176,5.002680813170841e-291
किसी  घटना  की  सूचना  देने  के  लिए  आपको  को  पहले  लोगो  report an incident पर  क्लिक  करना  है ।,3.3342881518453053e-63,1.0974827280272934e-59,4.807767396284606e-121
"सड़क  परिवहन , राजमार्ग  और  एमएसएमई  मंत्री  ने  आगे  कहा  कि  अगर  कंपनियां  इस  पर  अंकुश  लगाने  में  विफल  रहीं  तो  सरकार  को  नीतियों  में  बदलाव  करना  होगा  और  परियोजनाओं  में  वैकल्पिक  प्रौद्योगिकियों  को  बढ़ावा  देना  होगा ।",7.067750234327149e-144,2.562521897301683e-136,2.759384000911099e-249
"भारत  में  इस  वक्त  11 राज्यों  के  बीच  जल  को  लेकर  आपस  में  विवाद  जारी  हैं , मसलन  कर्नाटक  और  तमिलनाडु  के  बीच  कावेरी  जल  विवाद ।",9.922264315866933e-109,2.1155412995827422e-103,3.1630342391678265e-182
"अभिनेत्री  ने  फिल्म  का  हिस्सा  बनने  पर  खुशी  जाहिर  करते  हुए  कहा , यह  पसीना  निकालने  वाली  भूमिका  होगी ।",4.2438749263137564e-82,7.710064025601951e-78,1.2106778998977849e-139
यह  सवाल  इसलिए  भी  जरूरी  है  कि  अगले  लोकसभा  के  चुनाव  के  तत्काल  बाद  प्रधानमंत्री  मोदी  के  सामने  अपने  ही  बनाए  75 वर्ष  की  उम्रसीमा  के  नियम  का  पालन  करने  की  चुनौती  होगी ।,2.549402167416148e-105,1.4386977261654825e-98,5.484754270837467e-213
नतीजतन  गुणवत्ता  में  गिरावट  आती  है  और  किसानों  को  आमदनी  का  नुकसान  उठाना  पड़ता  है ।,8.498554238633486e-50,1.39013718528707e-46,5.721854512270545e-103
अवश्य  चाहते  हैं .,5.275026581328064e-14,4.621009415607751e-13,1.0108885690026076e-30
हिमेश  हर  वक्त  एक्टिंग  को  लेकर  टिप्स  देते  रहते  हैं ।,2.6760966213541033e-40,8.93102735112222e-38,9.762347354048394e-73
वर्तमान  समय  में  लोग  अपनी  डाइट  को  लेकर  बेहद  सजग  हो  गए  हैं ।,6.379275574696999e-38,6.827355550578404e-35,5.615171613240455e-91
किडनी  की  क्षमता  को  बढाकर  मूत्राप्रवृति  को  नियमित  करना  अत्यंत  आवश्यक  होता  है ।,1.8715564129081204e-51,1.436494145175997e-48,8.210554331242253e-91
गिरफ्तार  आरोपियों  से  पूछताछ  की  जा  रही  है ।,4.360575909151412e-20,2.5806901841623786e-18,3.077308092487141e-60
महानगर  उपाध्यक्ष  सौरव  पोरवाल  ने  कहा  कि  हमारे  प्रदेश  अध्यक्ष  अजय  कुमार  लल्लू  को  सेवा  के  कारण  ही  प्रदेश  सरकार  ने  जेल  में  डालने  का  काम  किया  है  लेकिन  कांग्रेस  फर्जी  मुकदमे  लगाने  के  बावजूद  गरीब  मजदूरों  की  सेवा  को  जारी  रखेगी ।,7.304766028845625e-138,6.445610087077109e-129,8.454608811198029e-268
"उन्होंने  बताया  कि  जिस  प्रकार  लॉकडाउन  से  पहले  पूरी  क्षमता  के  साथ  बसों  का  संचालन  किया  जा  रहा  था , 20 अगस्त  2020 से  उसी  प्रकार  किया  जा  सकता  है ।",3.9296685653611056e-98,4.602169138076308e-92,7.812645098988384e-206
शाह  ने  पुलवामा  हमले  पर  पाकिस्तानी  प्रधानमंत्री  की  चुप्पी  पर  सवाल  उठाया ।,5.893681314139178e-44,5.698799722309233e-41,3.132934304295661e-85
"गणितीय  विज्ञान  संस्थान  में  अनुसंधान  टीम  का  नेतृत्व  करने  वाले  सीताभ्र  सिन्हा  ने  कहा , एक  विश्वसनीय  अनुमान  पाने  के  लिए  भारत  के  उपचाराधीन  मरीजों  की  संपूर्ण  संख्या  में  काफी  उतार - चढ़ाव  हो  रहा  है , लेकिन  आंकड़े  एक  करीब  मान  वैल्यू) रहने  की  ओर  इशारा  कर  रहे  हैं .",6.600430317220276e-207,3.617200205654953e-197,0.0
इससे  अनुमान  लगाया  जा  सकता  है  कि  इस  बार  त्योहारी  सीजन  के  चलते  निगम  ने  लाखों  रुपए  कमाए  हैं ।,1.0222042809276208e-54,2.4630281946731066e-50,2.155692505378857e-127
हालांकि  कई  इलाकों  में  पुलिस  की  गश्ती  गाड़ी  को  देखते  ही  दुकानदार  स्वयं  से  दुकानें  बंद  करने  लगे  थे ।,1.1587001427745991e-61,2.9352935755990347e-57,8.52155523487287e-128
धमतरी ।,9.910935562073263e-08,4.2428089640549967e-07,3.65877550072879e-18
इलाज  के  दौरान  उनका  आज  निधन  हो  गया  है .,1.7039252302039783e-25,2.2768818893522258e-23,4.74995456434232e-67
उनके  मुवक्किल  का  नाम  किसी  डिसक्लोजर  स्टेटमेंट  में  भी  नहीं  है  और  न  ही  किसी  सह  आरोपी  ने  अपने  बयान  में  उनका  नाम  लिया  है ।,1.8834417589911268e-76,1.4814553405659918e-71,8.403847270667405e-164
"दो  साल  में  हुई  कम  बारिश  में  जब  शहर  के  अलग - अलग  हिस्सों  में  भूजल  गिरने  से  जलसंकट  पैदा  हुआ , तो  लोगों  को  पानी  की  कीमत  समझ  में  आई ।",7.228462138304515e-118,5.297154182932693e-112,8.729112512625086e-213
उसके  बाद  उसे  फिर  से  वार्ड  में  भर्ती  कर  दिया  गया  है .,6.001515280919475e-29,2.2141744075670413e-26,2.645635327304906e-85
उनका  कहना  है  कि  वह  इस  बार  भी  जनता  की  उम्मीदों  पर  खड़े  उतरेंगे ।,1.9362294141806778e-41,1.9591417276104807e-38,3.228110967500707e-97
डीएम  ने  जांच  के  लिए  जिला  भूमि  संरक्षण  अधिकारी  को  नामित  करते  हुए  रिपोर्ट  मांगी  थी ।,1.3090151273209725e-50,8.406180610583533e-47,3.011378328085898e-109
अंतरिक्ष  यात्रा  के  साथ  आबाद  या  मानव  रहित  अंतरिक्ष  स्टेशन  भी  बारीकी  से  जुड़े  हैं ।,5.833336967952911e-59,2.0877804685461613e-55,3.781467747298824e-103
दो  महीने  के  अंदर  चाचा - भतीजे  की  हत्या  से  कई  सवाल  खड़े  हो  गए  हैं .,8.782319611879009e-49,3.245041615432659e-45,6.287470701418364e-110
खर्चों  में  अप्रत्याशित  बढ़ोत्तरी  आपके  मन  की  शांति  को  भंग  करेगी ।,2.960377589105327e-47,1.744610709367136e-44,3.914174515167297e-79
इसी  के  तहत  लोकसभा  में  विपक्ष  की  सबसे  बड़ी  पार्टी  कांग्रेस  ने  13 मार्च  को  ' डिनर  डिप्लोमेसी ' के  तहत  तमाम  दलों  के  मुखियाओं  को  रात  के  खाने  के  लिए  बुलाया  था .,2.4751740966226136e-108,1.76124470768885e-101,2.385224356944398e-213
"निवेश , कोई  भी  व्यक्ति  इस  व्यवसाय  को  शुरू  कर  सकता  है , यहां  तक  कि  घर - आधारित  मसाला  बनाने  का  व्यवसाय  लाभदायक  है ।",1.930630026089781e-113,6.948773106145521e-109,1.5176190141414888e-187
"संवाद  सहयोगी , रूपनगर  रयात  बाहरा  यूनिवर्सिटी  के  वाइस  चांसलर  डा .",7.871142506880481e-62,3.379551321490475e-59,2.2446328809431965e-91
उनके  पति  इंडियन  आर्मी  के  साथ  पोर्टर  का  काम  करते  थे ।,5.945025018877665e-37,1.9411275082699032e-34,6.498412874031141e-79
एक  घंटे  की  मशक्कत  के  बाद  दमकल  जवानों  ने  आग  पर  काबू  पाया ।,1.8534635723232443e-41,1.615868052344904e-38,3.4527466595590086e-91
बता  दे  की  इन्होने  फिल्म  निर्माता  महेश  भट्ट  से  शादी  की  थी ।,3.8288404303491304e-42,3.0982552940470386e-39,3.9864468056586386e-85
"गुजरात  से  रिटायर  होने  वाले  चार  राज्यसभा  सदस्य  हैं - कनिभाई  गोहिल , मधुसूदन  मिस्त्री , महंत  शंभुप्रसाद  टुंडिया  और  लाल  सिंह  वड़ोदिया ।",7.605587161144803e-133,9.403138052484923e-129,6.589378586759825e-176
जब  हमने  पूछा  कि  क्या  राष्ट्रीय  स्वयंसेवक  संघ  की  बैठक  की  वजह  से  यह  सुरक्षा  घेरा  बनाया  गया  है ?,9.062975970822054e-58,3.4648403113230765e-53,1.4517083519250054e-128
शौकत  खानुम  मेमोरियल  कैंसर  हॉस्पिटल  एंड  रिसर्च  सेंटर  प्रोजेक्ट  के  लिए  धन  जुटाने  में  मदद  करने  और  अपना  समय  देने  के  लिए  उनकी  उदारता  को  कभी  नहीं  भूल  सकते .,1.1451956371842808e-106,5.19847729504749e-100,8.312493393610554e-189
"उद्योग  संगठन  ने  इस  बारे  में  उपभोक्ता  मामलों  के  मंत्री  पीयूष  गोयल  को  पत्र  लिखकर  कहा  है  कि  बीआईएस  ने  अपनी  वेबसाइट  पर  जो  एफएक्यू  जारी  किया  है , उसमें  काफी  पेंच  है  और  अस्पष्टता  है ।",1.4355490378774572e-138,7.453848793637235e-132,1.5023463264964772e-242
इस  बदलते  मौसम  में  सावधान  रहने  की  जरूरत  है ।,1.8147966047627888e-26,2.0987040015300408e-24,2.538536193183511e-66
छत्तीसगढ़  प्रगतिशील  यादव  महासंघ  के  अध्यक्ष  राममणि  यादव  ने  बताया  कि  रामप्रसाद  यादव  रायपुर  अखबार  जगत  के  सच्चे  प्रहरी  थे ।,3.8104840521340054e-88,6.627877223665915e-84,8.240429039878455e-134
"आज  तक  संक्रमित  रोगियों  की  संख्या  1 , 82 , 552 तक  पहुंच  गई  है ।",1.2115609820824234e-80,4.752817303140892e-78,1.4322794487473534e-126
"देर  रात  होने  पर  उसने  मां  को  फोन  किया , लेकिन  उसने  कॉल  नहीं  उठाई ।",1.4252623232961265e-69,3.1300293763004264e-66,2.5820228360651695e-115
एक  सरकारी  अधिकारी  ने  कहा  कि  संबंधित  जिलों  के  अधिकारियों  को  स्थिति  पर  नजर  रखने  और  आपात  स्थिति  से  निपटने  के  लिए  कार्य  योजना  तैयार  करने  को  कहा  गया  है ।,1.0010358976173405e-78,7.79764292951884e-73,7.151798517322094e-194
with Indian CRPF . . A,4.3089326319865056e-30,7.887717547287219e-29,2.443293730356867e-43
मुझे  पता  होता  तो  मैं  पुलिसवालों  की  हत्या  नहीं  होने  देती ।,1.8827245356105905e-40,1.1831295698670549e-37,4.032770590907043e-79
खानपान  की  सभी  चीजों  पर  इन  दिनों  काफी  महंगाई  है ।,4.000871319543662e-37,9.086778268499874e-35,1.5019072291313272e-72
वहां  उसने  आलू  की  टिक्की  का  खोमचा  सजा  लिया .,9.439170249556987e-45,1.457929280809483e-42,2.2028388716666505e-67
पाकिस्तान  के  सभी  ऐतिहासिक  गुरुद्वारा  साहिबान  में  श्री  गुरु  नानक  देव  के  550 वें  प्रकाश  पर्व  के  कार्यक्रम  के  आयोजनों  की  रूपरेखा  तय  करने  के  लिए  पाकिस्तान  सिख  गुरुद्वारा  प्रबंधक  कमेटी  के  अध्यक्ष  जसवंत  सिंह  की  अगुवाई  में  एक  बैठक  का  आयोजन  किया  गया ।,4.412692808558302e-143,1.171884840729963e-133,8.414453856556896e-280
उन्हें  पहले  अपना  घर  ठीक  करना  चाहिए .,1.392943035464852e-25,1.989103701297639e-23,3.54618850882266e-55
उल्लेखनीय  है  कि  ग्रामीणों  की  आपत्ति  के  बावजूद  वन  अधिकारियों  ने  सोमवार  को  बोलेपल्ली  के  पास  जमीन  के  एक  टुकड़े  में  पौधे  रोपे ।,1.1663036429932398e-81,3.2744730113694024e-77,4.5258591092002615e-152
मुख्यालय  अब  ऑनलाइन  ही  यह  तय  करेगा  कि  छात्र - शिक्षक  अनुपात  में  किस  स्कूल  में  शिक्षक  कम  हैं  या  कहां  पद  बढ़ाना  होगा ।,8.397919303013228e-93,3.181026750391209e-87,2.3014941436900193e-158
लोक  उत्सव  के  रूप  में  मनाए  जाने  वाले  मैसूरु  दशहरा  महोत्सव  का  इस  साल  भी  विराट  आयोजन  नहीं  होगा ।,1.6342576996802368e-67,3.4609580286998173e-63,8.086564394615632e-128
कफील  खान  पर  भड़काऊ  भाषण  देने  के  आरोप  में  मामला  दर्ज  किया  गया  था .,1.0776142352140866e-41,2.1125176835203825e-38,1.0164677488883096e-97
"इंदौर  समाचार  डेस्क: मध्य  प्रदेश  के  इंदौर  और  धार  जिले  के  औद्योगिक  क्षेत्र  पीथमपुर  से  मंगलवार  को  236 किलोग्राम  ड्रग , एफ्रेडीन  बरामद  की  गई .",1.212317881484748e-115,1.1924025097439873e-110,1.1585015182814204e-176
दूरसंचार  मंत्री  रवि  शंकर  प्रसाद  ने  आज  कहा  कि  देश  में  टेलीफोन  कनेक्शनों  की  संख्या  एक  अरब  के  आंकड़ें  को  पार  कर  गयी  है  जिसमें  मोबाइल  फोन  कनेक्शन  करीब  97.8 करोड़  है ।,2.0588206408667963e-115,1.5965939588836177e-108,1.545947294441106e-206
"इसके  साथ  ही  सहायक  सम्भागीय  परिवहन  अधिकारी  को  निर्देश  दिए  कि  यातायात  के  नियमों  में  ध्यान  रखे  जाने  वाली  बातों  की  एक  चैक  लिस्ट  सभी  टैक्सी  यूनियन , कार्यालय  व  विद्यालयों  को  भेजी  जाए  ताकि  सड़क  दुर्घटनाएं  कम  हो  सके ।",4.752825710129139e-161,4.504371952288428e-152,1.2940649612015854e-267
अब  दीपक  चौरसिया  के  चेहरे  पर  हवाइयां  उड़  रही  थीं ।,3.677557664696035e-40,1.3690878521719214e-37,5.269112064565874e-73
कार्यक्रम  को  सम्बोधित  करते  हुए  राजभर  ने  कहा  कि  शासन  की  मंशा  है  कि  प्रदेश  का  हर  बच्चा  स्कूल  जाये  और  कोई  भी  बच्चा  शिक्षा  से  वंचित  न  रहे ।,1.718709021289125e-92,1.817256754592034e-86,1.8234247496951197e-188
प्रशासनिक  अधिकारी  आवास  से  बाहर  नहीं  निकले ।,5.250435006068214e-27,4.572861730664729e-25,9.747759431552548e-55
ov . i,1.9034142297772753e-11,1.83731625591961e-10,4.116563271508234e-25
"खट्टर  ने  कहा , यह  कड़वी  सच्चाई  है .",2.1051481706986882e-47,7.575509453658205e-46,7.573085432125643e-73
जब  उन्हें  पता  चला  कि  24 घंटे  बाद  भी  पुलिस  मामला  दर्ज  नहीं  कर  रही  है  तो  वे  भी  हैरान  हो  गए .,2.0863318360637353e-56,1.8496217925807966e-51,1.8512316610740083e-146
इस  दौरान  माधोपाली  के  अन्य  किसान  तथा  आसपास  गांव  के  किसान  सम्मिलित  हुए ।,1.1899358472704585e-49,1.2062227172644261e-46,3.558096850926412e-91
मुजफ्फरपुर  स्मार्ट  सिटी  के  पीडीएमसी  एजेंसी  श्रेया  ने  उसके  कामकाज  पर  विभाग  की  कड़ी  आपत्ति  के  बाद  अपने  टीम  लीडर  सुशील  भारद्वाज  को  हटाया  दिया  गया ।,5.4335055755687e-103,1.6383077255005546e-97,2.2722220006919018e-170
डीसीएम  में  सवार  सभी  श्रमिकों  को  उतारकर  रोडवेज  बस  से  अमृतपुर  क्वारंटीन  सेंटर  भेजा  गया .,6.344087484121878e-63,2.367395505888958e-59,5.842216729535429e-104
वहां  किशोरी  ने  समिति  के  अधिकारियों  को  घटना  के  बारे  में  बताया ।,1.810201006864485e-35,5.2166891458635625e-33,3.8370474811045284e-85
"न्यूज़  ऑर  सबसे  लंबे  समय  तक  चलने  वाला  समाचार  विश्लेषण  है , इतना  लम्बा  समाचार  विश्लेषण  किसी  भी  और  चैनल  में  नहीं  दिखाया  जाता  था  १९९८ - २००३ ।",3.4502193920596674e-137,2.486562341114058e-131,1.445957811936162e-194
पिछली  वर्ष  भारत  117 देश  की  इस  लिस्ट  में  102 वें  स्थान  पर  मौजूद  था .,7.250993911878589e-55,2.330558443732044e-51,6.372619600778025e-104
वह  अपनी  रेंज  में  रहकर  काम  करते  हैं  और  अरसे  बाद  ठीक  लगते  हैं ।,2.010058203589707e-46,2.9113266618041843e-43,4.199705789357708e-97
स) ता .,1.214350477825914e-08,1.1714271009919772e-07,1.0535046548773241e-24
पर  इस  साल  फरवरी  आते - आते  देश  में  जांचे  इतनी  घट  गईं  कि  हर  दिन  छह  से  आठ  लाख  नमूनों  की  ही  जांच  हो  रही  है ।,1.2529143803211549e-95,4.92550348530844e-90,4.3193882609275166e-176
वर्ष  2018 - 19 तथा  2019 - 20 में  भारत  को  यूनाइटेड  किंगडम  से  क्रमश: 9.4 अरब  डॉलर  और  10 अरब  डॉलर  की  राशि  बतौर  प्रत्यक्ष  विदेशी  निवेश  हासिल  हुई ।,3.109428770143525e-109,3.785062760893576e-102,6.103802767232204e-195
कांग्रेस  नेता  राहुल  गांधी  ने  प्रधानमंत्री  नरेंद्र  मोदी  को  चुनौती  देते  हुए  कहा  कि  वे  किसी  भी  यूनिवर्सिटी  में  जाकर  युवाओं  के  सवालों  के  जवाब  दे  दें .,2.5963336876701615e-74,4.479595824654799e-68,6.267913398801105e-177
पता  चला  कि  वादिनी  या  उसके  परिवार  के  किसी  भी  सदस्य  ने  कोई  हलफनामा  नहीं  दिया ।,2.0684835117513882e-55,6.285597557812721e-52,1.5311457873255055e-109
शिक्षक  दिवस  पर  प्रयागराज  के  कुछ  विद्यालयों  के  उत्कृष्ट  सेवाएं  देने  वाले  शिक्षकों  को  रोटरी  प्लैटिनम  ने  सम्मानित  किया ।,1.689962971662577e-72,2.936852865569769e-68,7.483034101296887e-128
"बहरहाल , वर्ल्ड  कप  सेमीफाइनल  में  भारत  की  हार  के  बाद  सूरज  तो  हर  दिन  निकलता  रहेगा  लेकिन  कोहली , धोनी  और  शास्त्री  की  तिकड़ी  अगले  आईसीसी  इवेंट  में  एक  साथ  ड्रेसिंग  रूम  में  नजर  नहीं  आएगी - अगला  आईसीसी  वर्ल्ड  टी - 20 अगले  साल  अक्टूबर - नवंबर  में  ऑस्ट्रेलिया  में  होना  है .",1.1294795623438325e-229,4.571304992979317e-219,0.0
इसी  रकम  में  भव्य  समापन  समारोह  के  साथ  सभी  जोन  के  प्रतिभागियों  को  पुरस्कृत  करने  के  साथ  प्रशस्ति  पत्र  भी  देना  होता  है ।,2.8902913308909428e-74,2.32510607487018e-69,1.9004194652043117e-151
बरेली .,3.5573047151529663e-08,1.7029598677791456e-07,1.310730944924131e-18
लखनऊ  व्यापार  मंडल  के  वरिष्ठ  महामंत्री  अमरनाथ  मिश्रा  ने  बताया  कि  शुक्रवार  से  75 फीसदी  बाजारों  में  दोनों  तरफ  की  दुकानें  खुल  जाएंगी ।,1.8669809897581256e-80,4.671693670264157e-75,3.637566135774416e-152
यह  घटना  साल  2014 की  है  जब  उनकी  बीएमडब्ल्यू  कार  का  नवी  मुंबई  के  खारघर  इलाके  में  एक्सीडेंट  हो  गया ।,1.2277732087405275e-71,2.298609736201571e-67,8.402919994453002e-134
इसी  प्रकार  जायोनी  सैनिकों  ने  राहतकर्मी  दल  को  भी  उस  क्षेत्र  में  जाने  की  अनुमति  नहीं  दी  और  अंततः  यह  बच्ची  गम्भीर  रूप  से  घायल  होने  के  कारण  शहीद  हो  गयी ।,8.976126473817284e-103,1.8311979217204997e-96,6.796102033769693e-201
3 .,1.603993386754426e-05,7.384983326071228e-05,1.3231545807414477e-18
"इसके  अंतर्गत  बूथ , मंडल , जिले  और  प्रदेश  स्तर  पर  सम्मेलन  आयोजित  किए  जाएंगे ।",2.3182586753702705e-85,1.9054134396866046e-82,4.795424048033783e-127
इसके  बाद  स्टीव  ओ  कीफ  ने  उमेश  यादव  04 को  आउट  कर  भारतीय  पारी  को  समेट  दिया ।,2.0132046264290714e-68,2.1801830650877834e-64,1.3906491719262795e-115
इसके  बाद  राष्ट्रीय  स्वयंसेव  संघ  की  भिवंडी  इकाई  के  सचिव  ने  राहुल  गांधी  पर  आरोप  लगाया  था  कि  उन्होंने  सोनाले  में  6 मार्च  2014 को  एक  रैली  में  कहा  था  कि  राष्ट्रीय  स्वयंसेवक  संघ  ने  गांधी  जी  की  हत्या  की ।,1.2672847615990382e-125,9.669171913176293e-118,1.0683481437195382e-255
"देश  में  अबतक  कोरोनावायकस  के  126 पॉजिटिव  मामले  दर्ज  हुए  हैं , जबकि  3 की  मौत  हुई  है ।",1.1784916261020697e-78,2.623652422148679e-75,4.589647106931278e-133
स्कैंडिनेवियाई  देशो  में  यह  इस  साल  भी  अपनी  टॉप  1 में  जगह  पाने  में  सफल  रहा ।,1.2265255205326168e-59,3.2111978968111093e-56,1.3699006438152034e-109
